date,flow_ft3_s,po4_mg_L,Daily_Load_MTD
4/9/2013,83.9,0.06543,0.013431897
4/10/2013,415.7,0.22374,0.227573731
4/11/2013,589,0.31808,0.458405827
4/12/2013,908,0.51002,1.133108578
4/13/2013,746.3,0.41569,0.759069411
4/14/2013,341,0.19406,0.161915669
4/15/2013,219,0.13467,0.072162812
4/16/2013,180,0.11684,0.05145914
4/17/2013,166,0.11114,0.0451416
4/18/2013,149,0.10384,0.037857281
4/19/2013,142,0.10142,0.035237933
4/20/2013,142,0.10249,0.0356097
4/21/2013,128,0.09642,0.030197818
4/22/2013,115,0.09074,0.025532603
4/23/2013,108,0.08806,0.023270242
4/24/2013,115,0.09269,0.026081298
4/25/2013,114,0.09315,0.025982814
4/26/2013,119,0.09684,0.028196825
4/27/2013,112,0.09408,0.025781834
4/28/2013,105,0.09125,0.023443403
4/29/2013,114,0.09724,0.027123659
4/30/2013,106,0.0938,0.024328043
5/1/2013,98.5,0.09056,0.021825847
5/2/2013,89.6,0.08643,0.018948332
5/3/2013,85,0.0847,0.017615737
5/4/2013,85.8,0.08609,0.018073342
5/5/2013,80.6,0.08393,0.01655201
5/6/2013,76.8,0.08256,0.0155142
5/7/2013,74.7,0.08217,0.015018701
5/8/2013,76.2,0.084,0.015661477
5/9/2013,98.2,0.09861,0.023693593
5/10/2013,142,0.12711,0.04416381
5/11/2013,183,0.15461,0.069228854
5/12/2013,121,0.11646,0.034479474
5/13/2013,98.2,0.10298,0.024743598
5/14/2013,85.8,0.09596,0.020145405
5/15/2013,96.2,0.1039,0.024456206
5/16/2013,84.9,0.09745,0.020243612
5/17/2013,74.9,0.0917,0.01680543
5/18/2013,71.3,0.0902,0.015736007
5/19/2013,69.7,0.09005,0.015357303
5/20/2013,68.7,0.0903,0.015178993
5/21/2013,68.3,0.09098,0.015204254
5/22/2013,93.6,0.11007,0.025208284
5/23/2013,94.6,0.11195,0.025912762
5/24/2013,122,0.13304,0.039713717
5/25/2013,95.1,0.11466,0.026680313
5/26/2013,78,0.1031,0.019676676
5/27/2013,71,0.09886,0.017174236
5/28/2013,93,0.11664,0.026541712
5/29/2013,413.8,0.37373,0.378396333
5/30/2013,231,0.22658,0.128065463
5/31/2013,132,0.15064,0.048653346
6/1/2013,127,0.14819,0.046049094
6/2/2013,267,0.26305,0.171849408
6/3/2013,138,0.15995,0.054008461
6/4/2013,102,0.13228,0.033013596
6/5/2013,85.4,0.11992,0.02505809
6/6/2013,721.3,0.7055,1.245120611
6/7/2013,987.3,1.00572,2.429543591
6/8/2013,617,0.61018,0.921173858
6/9/2013,284,0.29612,0.205771182
6/10/2013,207,0.23047,0.116730197
6/11/2013,297,0.31334,0.227704053
6/12/2013,278,0.29866,0.203151638
6/13/2013,948.4,1.01417,2.353427244
6/14/2013,1830,2.24784,10.06502729
6/15/2013,742,0.78784,1.430343689
6/16/2013,273,0.30429,0.203258539
6/17/2013,347,0.37843,0.321302056
6/18/2013,347,0.38152,0.323925588
6/19/2013,193,0.23554,0.111229619
6/20/2013,144,0.19133,0.067413059
6/21/2013,123,0.17306,0.052083515
6/22/2013,113,0.16491,0.045595702
6/23/2013,106,0.15946,0.041357673
6/24/2013,92.3,0.14744,0.033297797
6/25/2013,86,0.14238,0.029960283
6/26/2013,87.8,0.14515,0.031182435
6/27/2013,272.5,0.33026,0.220201846
6/28/2013,281,0.3413,0.234661088
6/29/2013,361.7,0.42925,0.379889495
6/30/2013,221.3,0.28386,0.153703616
7/1/2013,178,0.2412,0.105049932
7/2/2013,212,0.27769,0.144043801
7/3/2013,536,0.64079,0.840386345
7/4/2013,830,1.01909,2.069612812
7/5/2013,332,0.41215,0.334804942
7/6/2013,408,0.50043,0.499576467
7/7/2013,238,0.31353,0.182580559
7/8/2013,193,0.26689,0.126034105
7/9/2013,198,0.27359,0.132545162
7/10/2013,163,0.23744,0.094697815
7/11/2013,130,0.20334,0.064679201
7/12/2013,110,0.18289,0.049224478
7/13/2013,102,0.1751,0.043700337
7/14/2013,94.7,0.16795,0.038916024
7/15/2013,86.6,0.15982,0.03386472
7/16/2013,80.83,0.15414,0.030485014
7/17/2013,75.2,0.14851,0.027325745
7/18/2013,81.1,0.15554,0.030864655
7/19/2013,97.5,0.17412,0.04153859
7/20/2013,199,0.28702,0.139753827
7/21/2013,138,0.21994,0.074264588
7/22/2013,96.3,0.17434,0.041079183
7/23/2013,98.5,0.17723,0.042714167
7/24/2013,78.2,0.15497,0.029651923
7/25/2013,71.3,0.14754,0.025739362
7/26/2013,69.3,0.14558,0.024685016
7/27/2013,70.1,0.14676,0.025172375
7/28/2013,74.5,0.15198,0.027703917
7/29/2013,72.8,0.15028,0.026768932
7/30/2013,69.9,0.14718,0.02517239
7/31/2013,67.4,0.14448,0.023826821
8/1/2013,99.9,0.18148,0.044360122
8/2/2013,89.2,0.16952,0.036998513
8/3/2013,131,0.21682,0.069497488
8/4/2013,80.4,0.15968,0.031412684
8/5/2013,75.1,0.15368,0.028239419
8/6/2013,70.9,0.14888,0.025827423
8/7/2013,69.1,0.14679,0.024818355
8/8/2013,90,0.1705,0.037546146
8/9/2013,194,0.2882,0.136802545
8/10/2013,121,0.20523,0.060760968
8/11/2013,82.7,0.16185,0.032750406
8/12/2013,73.3,0.15101,0.02708371
8/13/2013,105,0.18656,0.047929876
8/14/2013,82.6,0.1611,0.032559225
8/15/2013,72.2,0.14908,0.026336318
8/16/2013,70,0.14632,0.025061104
8/17/2013,63,0.1381,0.021287894
8/18/2013,58.7,0.13291,0.019089486
8/19/2013,57.6,0.13134,0.018510492
8/20/2013,55.4,0.1285,0.017418525
8/21/2013,53.5,0.12599,0.01649257
8/22/2013,62.3,0.13551,0.020656554
8/23/2013,66.7,0.13999,0.022846586
8/24/2013,57.8,0.12962,0.018331514
8/25/2013,53.3,0.12415,0.016190953
8/26/2013,95.3,0.1698,0.039593971
8/27/2013,103,0.17748,0.044728581
8/28/2013,112,0.18647,0.051100537
8/29/2013,95.2,0.16765,0.039051613
8/30/2013,68.1,0.13778,0.022957879
8/31/2013,62.3,0.13089,0.019952301
9/1/2013,59.1,0.12682,0.018338918
9/2/2013,85,0.15379,0.031984937
9/3/2013,72.8,0.14013,0.024960942
9/4/2013,63.2,0.12926,0.019988477
9/5/2013,59.7,0.12487,0.018240255
9/6/2013,54.9,0.11912,0.016001309
9/7/2013,54.3,0.11781,0.015652383
9/8/2013,65,0.12825,0.020397137
9/9/2013,56.4,0.1186,0.016366743
9/10/2013,64.9,0.12659,0.020102153
9/11/2013,55.1,0.1158,0.015612003
9/12/2013,54.2,0.11413,0.015135528
9/13/2013,94.5,0.1536,0.035515791
9/14/2013,83.5,0.14174,0.028958588
9/15/2013,63.5,0.12108,0.018812418
9/16/2013,65.4,0.12209,0.01953693
9/17/2013,63.2,0.11906,0.018411172
9/18/2013,59.1,0.11421,0.016515438
9/19/2013,58.1,0.11239,0.015977259
9/20/2013,61.1,0.11441,0.017104236
9/21/2013,130,0.17799,0.056615771
9/22/2013,126,0.17289,0.053301434
9/23/2013,73.5,0.12327,0.022168852
9/24/2013,60.2,0.11,0.01620271
9/25/2013,55.5,0.10476,0.014226136
9/26/2013,51.7,0.10041,0.012701821
9/27/2013,49.4,0.09745,0.011778969
9/28/2013,48.4,0.09571,0.011334468
9/29/2013,50.3,0.09659,0.011887722
9/30/2013,49.4,0.09494,0.01147558
10/1/2013,46.9,0.09188,0.010543682
10/2/2013,46.2,0.09044,0.010223533
10/3/2013,45.9,0.08935,0.010034731
10/4/2013,114,0.14584,0.04067991
10/5/2013,71.8,0.10954,0.019244013
10/6/2013,97.5,0.12963,0.030924922
10/7/2013,142,0.16444,0.057133954
10/8/2013,111,0.138,0.037480082
10/9/2013,75.1,0.10807,0.019858368
10/10/2013,66.1,0.09985,0.016149088
10/11/2013,62.2,0.09578,0.01457685
10/12/2013,58.5,0.09192,0.013157227
10/13/2013,57,0.08984,0.012529769
10/14/2013,77.2,0.10442,0.019724203
10/15/2013,68.3,0.09664,0.016150133
10/16/2013,70.8,0.09753,0.016895457
10/17/2013,91.3,0.11165,0.024941811
10/18/2013,152,0.15456,0.057482966
10/19/2013,107,0.12064,0.031584469
10/20/2013,90.3,0.10751,0.023753909
10/21/2013,74.8,0.09543,0.01746566
10/22/2013,81.2,0.09891,0.019651455
10/23/2013,76.4,0.09453,0.017671015
10/24/2013,70.6,0.08955,0.015469232
10/25/2013,78.4,0.0939,0.018012754
10/26/2013,69.3,0.08677,0.014713002
10/27/2013,65.3,0.08317,0.013288573
10/28/2013,62.7,0.08055,0.012357527
10/29/2013,59.4,0.07752,0.011266751
10/30/2013,60,0.07707,0.011314493
10/31/2013,100,0.10171,0.024886403
11/1/2013,193,0.15895,0.07506134
11/2/2013,180,0.1491,0.065667218
11/3/2013,179,0.14687,0.064325711
11/4/2013,119.3,0.1091,0.031846643
11/5/2013,95.2,0.09345,0.021767809
11/6/2013,84.4,0.08603,0.017766048
11/7/2013,157,0.12765,0.049036441
11/8/2013,138,0.11524,0.038911754
11/9/2013,118,0.10254,0.029605595
11/10/2013,102,0.09237,0.023053113
11/11/2013,100,0.09025,0.02208237
11/12/2013,129,0.10536,0.033255535
11/13/2013,106,0.09162,0.023762636
11/14/2013,92.6,0.08336,0.018887182
11/15/2013,84,0.07784,0.015998549
11/16/2013,78.7,0.07418,0.014284335
11/17/2013,89.5,0.07909,0.017319808
11/18/2013,115,0.09153,0.025754894
11/19/2013,87.5,0.0764,0.016356858
11/20/2013,77.3,0.07038,0.013311507
11/21/2013,73.6,0.06776,0.012202524
11/22/2013,95.6,0.07809,0.018266351
11/23/2013,104,0.08143,0.020721264
11/24/2013,88.8,0.07316,0.0158959
11/25/2013,79.4,0.06784,0.013179678
11/26/2013,79.9,0.0674,0.013176654
11/27/2013,106,0.07911,0.020518033
11/28/2013,110,0.0802,0.02158567
11/29/2013,104,0.07662,0.019497277
11/30/2013,87,0.06803,0.014481655
12/1/2013,94.8,0.07093,0.016452684
12/2/2013,119,0.08115,0.023628381
12/3/2013,141,0.0902,0.031118892
12/4/2013,134.3,0.08641,0.028394779
12/5/2013,162,0.09773,0.038738374
12/6/2013,252,0.13665,0.084257515
12/7/2013,207,0.1155,0.058499318
12/8/2013,141,0.08607,0.029694047
12/9/2013,122,0.07726,0.023062852
12/10/2013,125,0.07783,0.023804306
12/11/2013,113,0.07217,0.019954168
12/12/2013,99.7,0.06607,0.01611751
12/13/2013,96.3,0.06411,0.015106037
12/14/2013,90.3,0.06113,0.013506431
12/15/2013,105,0.06652,0.017089919
12/16/2013,97.4,0.06295,0.015002138
12/17/2013,95.6,0.06173,0.014439516
12/18/2013,100,0.06295,0.015402606
12/19/2013,95.1,0.06055,0.014089421
12/20/2013,135,0.07544,0.02491919
12/21/2013,542.8,0.24286,0.322547961
12/22/2013,1120,0.52786,1.44655599
12/23/2013,744,0.33178,0.603978682
12/24/2013,332,0.14914,0.12115203
12/25/2013,202,0.09775,0.048313289
12/26/2013,184,0.09035,0.040676582
12/27/2013,158,0.08014,0.030981675
12/28/2013,143,0.07414,0.025941023
12/29/2013,155,0.078,0.029581812
12/30/2013,193,0.09126,0.043095929
12/31/2013,144,0.07309,0.025752472
1/1/2014,109,0.06025,0.016068747
1/2/2014,102,0.05742,0.014330516
1/3/2014,124,0.0648,0.019660527
1/4/2014,112,0.06026,0.016513747
1/5/2014,109,0.05889,0.015706034
1/6/2014,168,0.07895,0.032453376
1/7/2014,160,0.07579,0.029670876
1/8/2014,150,0.07199,0.02642177
1/9/2014,140,0.06824,0.023375748
1/10/2014,120,0.06117,0.017960491
1/11/2014,265,0.11049,0.071641937
1/12/2014,404,0.16002,0.158180922
1/13/2014,223,0.09508,0.051879109
1/14/2014,211,0.09063,0.046789985
1/15/2014,191,0.08356,0.03905083
1/16/2014,160,0.07294,0.028555135
1/17/2014,137,0.06511,0.021825627
1/18/2014,127,0.06162,0.019148021
1/19/2014,114,0.05718,0.015949515
1/20/2014,113,0.0567,0.015676892
1/21/2014,94,0.05037,0.01158506
1/22/2014,95,0.05057,0.011754794
1/23/2014,90,0.04883,0.010752952
1/24/2014,80,0.04548,0.008902437
1/25/2014,84,0.04669,0.009596252
1/26/2014,82,0.04596,0.009221304
1/27/2014,84,0.04653,0.009563367
1/28/2014,70,0.04194,0.007183315
1/29/2014,70,0.04189,0.007174752
1/30/2014,70,0.04185,0.007167901
1/31/2014,70,0.04182,0.007162762
2/1/2014,70,0.04179,0.007157624
2/2/2014,98,0.05076,0.012171558
2/3/2014,90,0.04819,0.010612016
2/4/2014,82.1,0.04565,0.009170276
2/5/2014,78,0.04434,0.008462307
2/6/2014,74,0.04307,0.007798392
2/7/2014,70,0.04179,0.007157624
2/8/2014,68,0.04117,0.006849963
2/9/2014,72,0.0425,0.007487208
2/10/2014,72,0.04255,0.007496016
2/11/2014,70,0.04195,0.007185028
2/12/2014,66,0.04071,0.006574209
2/13/2014,68,0.04143,0.006893223
2/14/2014,70,0.04215,0.007219283
2/15/2014,70,0.04224,0.007234698
2/16/2014,70,0.04233,0.007250113
2/17/2014,64,0.04045,0.006334276
2/18/2014,72,0.04319,0.007608765
2/19/2014,78.5,0.04545,0.008729754
2/20/2014,120,0.05918,0.017376195
2/21/2014,561,0.21555,0.295875742
2/22/2014,532,0.20505,0.266913093
2/23/2014,445,0.1728,0.188149133
2/24/2014,322,0.12873,0.101422454
2/25/2014,206,0.089,0.044859631
2/26/2014,140,0.06711,0.022988665
2/27/2014,110,0.05733,0.015430255
2/28/2014,110,0.05758,0.015497542
3/1/2014,110,0.05784,0.01556752
3/2/2014,97.2,0.05375,0.012783307
3/3/2014,85.9,0.05014,0.010538431
3/4/2014,74.7,0.04653,0.008504565
3/5/2014,79.9,0.04857,0.009495402
3/6/2014,72.4,0.04621,0.008186024
3/7/2014,75.6,0.04759,0.008803107
3/8/2014,82.5,0.05029,0.01015159
3/9/2014,78.3,0.0491,0.009406796
3/10/2014,79.9,0.04996,0.009767146
3/11/2014,144,0.07318,0.025784183
3/12/2014,250,0.11235,0.068724495
3/13/2014,160,0.07991,0.031283806
3/14/2014,200,0.09515,0.046562604
3/15/2014,463,0.19919,0.225656057
3/16/2014,429,0.18643,0.19569132
3/17/2014,245,0.11426,0.068494985
3/18/2014,184,0.09175,0.041306878
3/19/2014,255,0.11983,0.074766011
3/20/2014,500,0.22249,0.272194266
3/21/2014,334,0.15352,0.125461334
3/22/2014,244,0.11818,0.070555729
3/23/2014,203,0.10277,0.0510459
3/24/2014,159,0.08617,0.03352368
3/25/2014,140,0.07935,0.027181501
3/26/2014,133,0.07721,0.025126018
3/27/2014,115,0.07064,0.019876824
3/28/2014,150,0.08541,0.031347178
3/29/2014,203,0.108,0.053643643
3/30/2014,251,0.12924,0.079372332
3/31/2014,271,0.13902,0.092181771
4/1/2014,408,0.20205,0.201705384
4/2/2014,674,0.33578,0.553749304
4/3/2014,585,0.29269,0.418950027
4/4/2014,504,0.25442,0.313747487
4/5/2014,652,0.3334,0.531877554
4/6/2014,377,0.19658,0.181333963
4/7/2014,339,0.18021,0.149477924
4/8/2014,892,0.48082,1.049411575
4/9/2014,623,0.3304,0.503647355
4/10/2014,336,0.18404,0.151303848
4/11/2014,277,0.15703,0.106429218
4/12/2014,229,0.13544,0.075889362
4/13/2014,196,0.12096,0.058009126
4/14/2014,182,0.11545,0.051411917
4/15/2014,294,0.17203,0.123751363
4/16/2014,280,0.16666,0.114179433
4/17/2014,199,0.12747,0.062066826
4/18/2014,165,0.11179,0.045132082
4/19/2014,147,0.10393,0.037381501
4/20/2014,134,0.09844,0.032275641
4/21/2014,126,0.0954,0.029411515
4/22/2014,137,0.10208,0.0342184
4/23/2014,196,0.13414,0.064329895
4/24/2014,181,0.12757,0.056497028
4/25/2014,147,0.11072,0.039823725
4/26/2014,143,0.10976,0.03840419
4/27/2014,135,0.10658,0.035205292
4/28/2014,122,0.10059,0.030027081
4/29/2014,147,0.11558,0.041571768
4/30/2014,351,0.23572,0.202442653
5/1/2014,743,0.49991,0.908822582
5/2/2014,429,0.29012,0.304532349
5/3/2014,253,0.1833,0.113470105
5/4/2014,221,0.16596,0.089741675
5/5/2014,185,0.14605,0.066110701
5/6/2014,170,0.13856,0.057634863
5/7/2014,165,0.13703,0.055322026
5/8/2014,149,0.12868,0.046913279
5/9/2014,142,0.12574,0.04368781
5/10/2014,188,0.15611,0.07181035
5/11/2014,142,0.1285,0.04464676
5/12/2014,125,0.11902,0.036402267
5/13/2014,126,0.12096,0.037291581
5/14/2014,249,0.20384,0.124190172
5/15/2014,279,0.22671,0.154765214
5/16/2014,2070,1.97932,10.02501036
5/17/2014,2010,1.92603,9.47234651
5/18/2014,516,0.41261,0.52094026
5/19/2014,299,0.25113,0.183725
5/20/2014,232,0.20511,0.11643225
5/21/2014,199,0.18352,0.08935831
5/22/2014,202,0.18763,0.092736803
5/23/2014,173,0.16847,0.071312745
5/24/2014,160,0.16072,0.062919951
5/25/2014,143,0.14986,0.052434875
5/26/2014,133,0.14398,0.046854605
5/27/2014,120,0.13571,0.039846627
5/28/2014,113,0.13179,0.036438406
5/29/2014,109,0.13007,0.034689825
5/30/2014,101,0.1252,0.030940275
5/31/2014,94.7,0.12153,0.028159954
6/1/2014,91.5,0.1202,0.02691064
6/2/2014,84.3,0.11563,0.02385045
6/3/2014,132,0.15513,0.050103515
6/4/2014,97.1,0.1283,0.030482063
6/5/2014,80.8,0.11613,0.022959068
6/6/2014,75.3,0.11265,0.020755091
6/7/2014,72.3,0.11117,0.019666378
6/8/2014,67,0.10769,0.017654225
6/9/2014,82,0.12155,0.0243875
6/10/2014,71.5,0.11357,0.01986864
6/11/2014,67.4,0.111,0.01830549
6/12/2014,69.6,0.11392,0.019400266
6/13/2014,73.4,0.11831,0.021247899
6/14/2014,154,0.19109,0.072004088
6/15/2014,87.6,0.13316,0.028541472
6/16/2014,72.2,0.12026,0.021245007
6/17/2014,182,0.22163,0.09869574
6/18/2014,172,0.21416,0.09012915
6/19/2014,96.1,0.14547,0.034205449
6/20/2014,69.3,0.12146,0.020595151
6/21/2014,59.2,0.11275,0.016331901
6/22/2014,54.5,0.10905,0.014541883
6/23/2014,50.8,0.10625,0.013206603
6/24/2014,244.3,0.29512,0.176408936
6/25/2014,204.7,0.25788,0.129161766
6/26/2014,108,0.16488,0.043570265
6/27/2014,77.5,0.13599,0.025787376
6/28/2014,67.6,0.12701,0.021007921
6/29/2014,165.2,0.22536,0.091093072
6/30/2014,126,0.18738,0.057768654
7/1/2014,75.3,0.13735,0.025305919
7/2/2014,58.8,0.12122,0.017440144
7/3/2014,63.1,0.12642,0.019518373
7/4/2014,70.5,0.13486,0.023263269
7/5/2014,54.2,0.1185,0.015715062
7/6/2014,49.7,0.11436,0.013906858
7/7/2014,69.53,0.13609,0.023152448
7/8/2014,188,0.26157,0.120321781
7/9/2014,157,0.22993,0.088327058
7/10/2014,92.3,0.16245,0.03668765
7/11/2014,67,0.13608,0.022308356
7/12/2014,55.3,0.12395,0.016771432
7/13/2014,97.6,0.17036,0.040683276
7/14/2014,93.6,0.16676,0.038191455
7/15/2014,289,0.38281,0.270694598
7/16/2014,145,0.22396,0.079457873
7/17/2014,89.8,0.16453,0.036150966
7/18/2014,69.9,0.14316,0.024484844
7/19/2014,61.5,0.13427,0.020204708
7/20/2014,74.1,0.14877,0.026973173
7/21/2014,66.9,0.14115,0.023104973
7/22/2014,66.4,0.14098,0.022904671
7/23/2014,69.5,0.14483,0.024628718
7/24/2014,72.8,0.1489,0.026523116
7/25/2014,56.1,0.13029,0.017884319
7/26/2014,50.2,0.12379,0.015205046
7/27/2014,169,0.25787,0.106631617
7/28/2014,1340,1.93184,6.33394699
7/29/2014,922,1.25361,2.828080978
7/30/2014,313,0.42645,0.32659605
7/31/2014,244,0.34543,0.206228342
8/1/2014,187,0.28002,0.128123599
8/2/2014,140,0.22686,0.077711347
8/3/2014,296,0.40751,0.295140259
8/4/2014,201,0.29653,0.14583547
8/5/2014,143,0.2305,0.080650198
8/6/2014,111,0.19435,0.052784449
8/7/2014,90.83,0.17151,0.03811687
8/8/2014,81.4,0.16075,0.0320165
8/9/2014,76,0.15452,0.028734045
8/10/2014,73.7,0.15178,0.02737036
8/11/2014,69.6,0.14697,0.025028591
8/12/2014,116,0.19918,0.05653302
8/13/2014,625,0.82467,1.261126598
8/14/2014,261,0.36378,0.232315292
8/15/2014,141,0.22628,0.078066328
8/16/2014,108,0.18897,0.049936154
8/17/2014,107,0.18747,0.049081071
8/18/2014,90.5,0.16866,0.037347295
8/19/2014,82.3,0.15911,0.032040242
8/20/2014,78.3,0.15423,0.029548068
8/21/2014,84.7,0.16091,0.033347626
8/22/2014,81.2,0.15656,0.031105366
8/23/2014,73.2,0.14721,0.026366159
8/24/2014,69.4,0.14252,0.024201025
8/25/2014,65.2,0.13738,0.021916418
8/26/2014,62.1,0.13345,0.020277231
8/27/2014,62.4,0.13327,0.020347706
8/28/2014,58.6,0.12856,0.018433252
8/29/2014,56.1,0.12527,0.017195247
8/30/2014,55.1,0.12364,0.016668982
8/31/2014,76.9,0.14661,0.027585979
9/1/2014,68.5,0.13693,0.022950262
9/2/2014,65.3,0.13285,0.021226247
9/3/2014,78.27,0.14592,0.02794529
9/4/2014,61.8,0.12778,0.0193219
9/5/2014,55.5,0.12043,0.016354081
9/6/2014,60.1,0.1246,0.018322764
9/7/2014,55.9,0.11949,0.016343379
9/8/2014,52.9,0.11566,0.014970535
9/9/2014,50.3,0.11226,0.013816292
9/10/2014,50.7,0.11198,0.013891428
9/11/2014,66.4,0.12731,0.02068374
9/12/2014,56.9,0.11687,0.016270983
9/13/2014,54.4,0.11358,0.01511817
9/14/2014,54.5,0.11291,0.015056616
9/15/2014,51.9,0.10953,0.013909096
9/16/2014,70.5,0.12709,0.021922949
9/17/2014,57.6,0.11359,0.016008884
9/18/2014,53.5,0.10875,0.014235788
9/19/2014,53.9,0.10833,0.014286833
9/20/2014,49,0.10278,0.012322623
9/21/2014,57.2,0.10982,0.015370073
9/22/2014,63.8,0.11518,0.017980271
9/23/2014,53.4,0.10452,0.013656491
9/24/2014,49.7,0.10022,0.012187349
9/25/2014,48.2,0.098,0.011557704
9/26/2014,46.5,0.09561,0.010878142
9/27/2014,45.8,0.09416,0.010551894
9/28/2014,45.2,0.09281,0.010264355
9/29/2014,44.9,0.09172,0.01007648
9/30/2014,44.5,0.09056,0.009860408
10/1/2014,49.6,0.09427,0.011440728
10/2/2014,50.7,0.09437,0.011706859
10/3/2014,47.9,0.09109,0.010675905
10/4/2014,65,0.10483,0.016672373
10/5/2014,53.6,0.09425,0.012360744
10/6/2014,48.5,0.08908,0.010571106
10/7/2014,49.9,0.0894,0.010915322
10/8/2014,52.8,0.09093,0.011747341
10/9/2014,51.5,0.08899,0.011213648
10/10/2014,47.5,0.08488,0.009865008
10/11/2014,45.8,0.08268,0.009265405
10/12/2014,45.6,0.0817,0.009115602
10/13/2014,45,0.08041,0.008853623
10/14/2014,45.7,0.08015,0.008962274
10/15/2014,66,0.09489,0.015323672
10/16/2014,64.1,0.0925,0.014507689
10/17/2014,53.4,0.08355,0.010916569
10/18/2014,52.6,0.08209,0.010565121
10/19/2014,63.9,0.08952,0.013996499
10/20/2014,55.5,0.08251,0.011204643
10/21/2014,132,0.13571,0.04383129
10/22/2014,112,0.12037,0.032986387
10/23/2014,73.1,0.09224,0.016498146
10/24/2014,60,0.08222,0.012070554
10/25/2014,54.6,0.07762,0.010369666
10/26/2014,66.2,0.08468,0.013716311
10/27/2014,55.3,0.07645,0.0103443
10/28/2014,55.3,0.07563,0.010233347
10/29/2014,67.6,0.0829,0.013711965
10/30/2014,69.5,0.08324,0.014155178
