"Date","JulianDate","Latitude","Longitude","I_Index","J_Index","K_Index","Number_Layers","Sigma_Layer_Thickness","TP","Sample_Depth","Water_Depth","Modeled_TP"
2018-04-09,1523232000,43.503483,-79.353783,58,94,5,10,10.6864,3.471,51.7,106.864,7.79931724537164
2018-04-09,1523232000,43.503483,-79.353783,58,94,9,10,10.6864,4.003,93.4,106.864,7.76859451434575
2018-04-09,1523232000,43.503483,-79.353783,58,94,1,10,10.6864,2.669,0,106.864,7.83219184086192
2018-04-09,1523232000,43.51655,-79.080083,77,89,1,10,13.8518,4.929,0,138.518,6.58466433378635
2018-04-09,1523232000,43.51655,-79.080083,77,89,1,10,13.8518,4.197,2,138.518,6.58466433378635
2018-04-09,1523232000,43.51655,-79.080083,77,89,5,10,13.8518,3.271,67.3,138.518,6.60069827063126
2018-04-09,1523232000,43.51655,-79.080083,77,89,9,10,13.8518,3.502,124.6,138.518,6.61989770378568
2018-04-09,1523232000,43.51655,-79.080083,77,89,10,10,13.8518,3.575,132.6,138.518,6.62393040329334
2018-08-14,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,4.402,0,138.518,5.26191524841124
2018-08-14,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,5.92,2,138.518,5.26191524841124
2018-08-14,1534204800,43.517253,-79.080518,77,89,1,10,13.8518,5.519,5,138.518,5.26191524841124
2018-08-14,1534204800,43.517253,-79.080518,77,89,6,10,13.8518,5.513,82,138.518,5.64007859793492
2018-08-14,1534204800,43.517253,-79.080518,77,89,10,10,13.8518,5.835,124.7,138.518,5.65171103517059
2018-08-14,1534204800,43.517253,-79.080518,77,89,10,10,13.8518,4.803,132.3,138.518,5.65171103517059
2018-08-14,1534204800,43.517253,-79.080518,77,89,2,10,13.8518,5.614,20,138.518,5.56071927348967
2018-04-11,1523404800,43.574018,-76.785772,218,88,1,10,19.954,4.097,0,199.54,3.96326458940166
2018-04-11,1523404800,43.577652,-77.195905,194,88,1,10,15.3846,4.535,0,153.846,4.90227830596268
2018-04-11,1523404800,43.577652,-77.195905,194,88,1,10,15.3846,3.789,2.3,153.846,4.90227830596268
2018-04-11,1523404800,43.577652,-77.195905,194,88,5,10,15.3846,3.473,75.5,153.846,4.91812397740432
2018-04-11,1523404800,43.577652,-77.195905,194,88,10,10,15.3846,3.563,141,153.846,4.92475692226435
2018-04-11,1523404800,43.577652,-77.195905,194,88,10,10,15.3846,5.114,149,153.846,4.92475692226435
2018-08-15,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,4.845,0,143.209,3.62850119017821
2018-08-15,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,5.4,2,143.209,3.62850119017821
2018-08-15,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,4.966,5,143.209,3.62850119017821
2018-08-15,1534291200,43.579985,-77.199715,194,89,7,10,14.3209,4.578,90.1,143.209,4.1005869206856
2018-08-15,1534291200,43.579985,-77.199715,194,89,10,10,14.3209,2.89,141.6,143.209,4.04614047511132
2018-08-15,1534291200,43.579985,-77.199715,194,89,10,10,14.3209,4.543,149.3,143.209,4.04614047511132
2018-08-15,1534291200,43.579985,-77.199715,194,89,1,10,14.3209,5.033,11.7,143.209,3.62850119017821
2018-04-09,1523232000,43.583333,-79.417167,57,102,1,10,4.7652,3.725,0,47.652,9.24411870073527
2018-08-14,1534204800,43.583468,-79.416283,57,102,1,10,4.7652,3.311,0,47.652,6.16082206761348
2018-04-10,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,2.961,0,138.647,5.73177294427296
2018-04-10,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,3.348,2,138.647,5.73177294427296
2018-04-10,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,3.232,5,138.647,5.73177294427296
2018-04-10,1523318400,43.594518,-78.8019,97,90,1,10,13.8647,2.757,10,138.647,5.73177294427296
2018-04-10,1523318400,43.594518,-78.8019,97,90,2,10,13.8647,2.873,20,138.647,5.72333829040872
2018-04-10,1523318400,43.594518,-78.8019,97,90,3,10,13.8647,4.248,30,138.647,5.71415239392081
2018-04-10,1523318400,43.594518,-78.8019,97,90,3,10,13.8647,3.526,40,138.647,5.71415239392081
2018-04-10,1523318400,43.594518,-78.8019,97,90,4,10,13.8647,3.385,50,138.647,5.70550764678046
2018-04-10,1523318400,43.594518,-78.8019,97,90,8,10,13.8647,3.437,100.1,138.647,5.64318861506763
2018-04-10,1523318400,43.594518,-78.8019,97,90,10,10,13.8647,3.771,126.7,138.647,5.56086797587341
2018-04-10,1523318400,43.594518,-78.8019,97,90,10,10,13.8647,3.246,134.5,138.647,5.56086797587341
2018-08-14,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,4.89,0,138.729,3.95878669223748
2018-08-14,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,5.889,2,138.729,3.95878669223748
2018-08-14,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,4.241333333,5,138.729,3.95878669223748
2018-08-14,1534204800,43.59595,-78.8145,96,90,3,10,13.8729,5.106,37,138.729,3.73818693333305
2018-08-14,1534204800,43.59595,-78.8145,96,90,3,10,13.8729,5.976,40,138.729,3.73818693333305
2018-08-14,1534204800,43.59595,-78.8145,96,90,4,10,13.8729,6.154,50,138.729,3.73568627765053
2018-08-14,1534204800,43.59595,-78.8145,96,90,8,10,13.8729,5.95,100,138.729,3.70305133401416
2018-08-14,1534204800,43.59595,-78.8145,96,90,10,10,13.8729,4.219,125.4,138.729,3.67344205187692
2018-08-14,1534204800,43.59595,-78.8145,96,90,10,10,13.8729,6.151,133.1,138.729,3.67344205187692
2018-08-14,1534204800,43.59595,-78.8145,96,90,1,10,13.8729,3.861575,8.4,138.729,3.95878669223748
2018-08-15,1534291200,43.62975,-76.290867,244,89,1,10,3.5416,2.31,0,35.416,4.57814257970313
2018-04-11,1523404800,43.633117,-76.287483,244,89,1,10,3.5416,5.394,0,35.416,3.50727418663155
2018-08-14,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,4.128,0,131.193,3.60775106855726
2018-08-14,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,5.128,2,131.193,3.60775106855726
2018-08-14,1534204800,43.716503,-78.027165,145,94,1,10,13.1193,6.124,5,131.193,3.60775106855726
2018-08-14,1534204800,43.716503,-78.027165,145,94,6,10,13.1193,4.824,75,131.193,4.18791114498163
2018-08-14,1534204800,43.716503,-78.027165,145,94,9,10,13.1193,4.128,117,131.193,4.18916852140683
2018-08-14,1534204800,43.716503,-78.027165,145,94,10,10,13.1193,3.152,124.7,131.193,4.18921717937337
2018-08-14,1534204800,43.716503,-78.027165,145,94,2,10,13.1193,4.486,24,131.193,3.98717702410067
2018-04-10,1523318400,43.717,-78.026583,145,94,1,10,13.1193,4.223,0,131.193,2.79245023193653
2018-04-10,1523318400,43.717,-78.026583,145,94,1,10,13.1193,3.767,2.1,131.193,2.79245023193653
2018-04-10,1523318400,43.717,-78.026583,145,94,5,10,13.1193,3.663,63.8,131.193,2.79803043667926
2018-04-10,1523318400,43.717,-78.026583,145,94,9,10,13.1193,4.06,117.6,131.193,2.79892969956563
2018-04-10,1523318400,43.717,-78.026583,145,94,10,10,13.1193,2.879,125.6,131.193,2.80046219813812
2018-08-15,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,4.361,0,89.568,3.49152469425462
2018-08-15,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,3.8,2,89.568,3.49152469425462
2018-08-15,1534291200,43.731267,-77.017835,207,100,1,10,8.9568,4.355,5.5,89.568,3.49152469425462
2018-08-15,1534291200,43.731267,-77.017835,207,100,7,10,8.9568,4.018,55,89.568,4.19634216086706
2018-08-15,1534291200,43.731267,-77.017835,207,100,9,10,8.9568,3.4,75.9,89.568,4.24106565333204
2018-08-15,1534291200,43.731267,-77.017835,207,100,10,10,8.9568,3.8,83.4,89.568,4.24982999902568
2018-08-15,1534291200,43.731267,-77.017835,207,100,3,10,8.9568,3.553,18.6,89.568,4.06439858124941
2018-04-11,1523404800,43.73185,-77.0176,207,100,1,10,8.9568,4.729,0,89.568,3.97041549149435
2018-04-11,1523404800,43.73185,-77.0176,207,100,1,10,8.9568,3.886,2,89.568,3.97041549149435
2018-04-11,1523404800,43.73185,-77.0176,207,100,5,10,8.9568,3.964,43,89.568,3.99328746425454
2018-04-11,1523404800,43.73185,-77.0176,207,100,9,10,8.9568,3.831,76.4,89.568,3.99481996282702
2018-04-11,1523404800,43.73185,-77.0176,207,100,10,10,8.9568,3.6,83.9,89.568,3.99748751078732
2018-08-15,1534291200,43.77025,-77.43955,177,101,1,10,5.1167,3.531,0,51.167,3.34727724293771
2018-08-15,1534291200,43.77025,-77.43955,177,101,1,10,5.1167,3.248,2,51.167,3.34727724293771
2018-08-15,1534291200,43.77025,-77.43955,177,101,1,10,5.1167,3.789,5,51.167,3.34727724293771
2018-08-15,1534291200,43.77025,-77.43955,177,101,7,10,5.1167,4.099,33,51.167,4.06856088375207
2018-08-15,1534291200,43.77025,-77.43955,177,101,8,10,5.1167,2.931,38,51.167,4.19222851633094
2018-08-15,1534291200,43.77025,-77.43955,177,101,9,10,5.1167,2.833,45.8,51.167,4.46281910626567
2018-08-15,1534291200,43.77025,-77.43955,177,101,3,10,5.1167,3.768,14.4,51.167,3.73821262655838
2018-04-10,1523318400,43.772217,-77.43795,177,102,1,10,5.3521,5.106,0,53.521,2.85779901787464
2018-04-10,1523318400,43.772217,-77.43795,177,102,1,10,5.3521,3.286,2,53.521,2.85779901787464
2018-04-10,1523318400,43.772217,-77.43795,177,102,5,10,5.3521,4.605,23.1,53.521,2.89532999886433
2018-04-10,1523318400,43.772217,-77.43795,177,102,7,10,5.3521,4.601,36.5,53.521,2.89672971121036
2018-04-10,1523318400,43.772217,-77.43795,177,102,9,10,5.3521,3.439,44.2,53.521,2.90089246846037
2018-04-10,1523318400,43.7864,-77.15785,197,104,1,10,4.659,2.7,0,46.59,2.88799196823675
2018-08-15,1534291200,43.79135,-77.159022,196,104,1,10,4.9535,3.118,0,49.535,3.64616448678134
2018-08-14,1534204800,43.817917,-78.870483,98,106,1,10,3.0198,3.145,0,30.198,4.98901727041812
2018-04-10,1523318400,43.81915,-78.871167,98,106,1,10,3.0198,3.183,0,30.198,9.1196816356387
2018-08-15,1534291200,43.827783,-76.994368,209,107,1,10,4.3503,4.649,0,43.503,3.6826809264312
2018-04-11,1523404800,43.845667,-76.9976,209,108,1,10,2.7385,3.685,0,27.385,2.87217858385702
2018-08-15,1534291200,43.886133,-76.734053,223,108,1,10,3.4369,3.4,0,34.369,4.49753360953764
2018-04-11,1523404800,43.886383,-76.734483,223,108,1,10,3.4369,3.273,0,34.369,3.48051798937377
2018-08-14,1534204800,43.949467,-78.050533,143,108,1,8,1.033,4.622,0,8.264,3.61123056791257
2018-04-10,1523318400,43.949917,-78.049783,143,108,1,8,1.033,3.23,0,8.264,5.38528956894879
2018-08-17,1534464000,43.22389,-79.44528,40,75,1,10,2.0334,6.5,1,20.334,5.94074390392052
2018-08-17,1534464000,43.22389,-79.44528,40,75,1,10,2.0334,5.4,1,20.334,5.94074390392052
2018-08-17,1534464000,43.22528,-79.27194,52,67,1,10,1.1713,9.5,1,11.713,6.23063806415303
2018-08-17,1534464000,43.22528,-79.27194,52,67,9,10,1.1713,6.9,10,11.713,7.23507355360198
2018-08-17,1534464000,43.255,-79.19417,58,67,1,10,1.2252,6.9,1,12.252,6.42986879029195
2018-08-17,1534464000,43.26778,-79.61972,28,83,1,10,2.4314,5.3,1,24.314,5.83450628255378
2018-08-17,1534464000,43.26778,-79.61972,28,83,3,10,2.4314,5,5,24.314,6.09662174611003
2018-08-17,1534464000,43.26778,-79.61972,28,83,5,10,2.4314,8.3,10,24.314,6.50944821245503
2018-08-17,1534464000,43.26778,-79.61972,28,83,7,10,2.4314,6.3,16,24.314,6.72413261781912
2018-08-17,1534464000,43.26778,-79.61972,28,83,9,10,2.4314,5.6,21,24.314,6.94408618073794
2018-08-17,1534464000,43.28083,-79.87167,10,91,1,3,1.064,45.7,1,3.192,6.54106679576216
2018-08-17,1534464000,43.28083,-79.87167,10,91,1,3,1.064,54.6,1,3.192,6.54106679576216
2018-08-17,1534464000,43.28694,-79.84194,12,90,1,3,1.064,30.9,1,3.192,6.31445846011047
2018-08-17,1534464000,43.28694,-79.84194,12,90,3,3,1.064,26.7,10,3.192,6.79526146996068
2018-08-17,1534464000,43.28694,-79.84194,12,90,3,3,1.064,112,21,3.192,6.79526146996068
2018-08-17,1534464000,43.30417,-79.81417,15,91,1,3,1.064,52.2,1,3.192,6.23904452368151
2018-08-17,1534464000,43.30417,-79.81417,15,91,3,3,1.064,42.4,9,3.192,6.71135830998537
2018-08-17,1534464000,43.29611,-79.00528,73,63,1,10,1.0742,8,1,10.742,7.34144805392134
2018-08-17,1534464000,43.29611,-79.00528,73,63,10,10,1.0742,5.7,10,10.742,7.94092284195358
2018-08-17,1534464000,43.30028,-79.11944,66,73,1,10,1.3235,6.6,1,13.235,6.66811138216872
2018-05-24,1527120000,43.30333,-79.27833,55,77,7,10,8.4228,4.9,58,84.228,7.19002900950727
2018-08-13,1534118400,43.31306,-79.75194,20,90,1,10,2.5491,5.8,1,25.491,6.16305078438018
2018-08-16,1534377600,43.27472,-77.59083,173,14,1,10,1.5578,9.8,1,15.578,6.04982369623031
2018-08-16,1534377600,43.27472,-77.59083,173,14,7,10,1.5578,9.1,10,15.578,6.40500229565077
2018-08-17,1534464000,43.31611,-79.44306,44,82,1,10,8.5813,5.3,1,85.813,5.67323013456189
2018-08-17,1534464000,43.32639,-78.86639,85,61,1,10,1.7667,6,1,17.667,7.19907666280051
2018-08-13,1534118400,43.33944,-79.66583,28,90,1,10,5.6559,17.1,1,56.559,6.07768606641912
2018-08-16,1534377600,43.29861,-77.51861,176,33,1,10,3.5466,7.8,1,35.466,5.718276497646
2018-05-24,1527120000,43.3,-77.43917,181,38,1,10,3.538,9.3,2,35.38,6.59863098917413
2018-05-24,1527120000,43.3,-77.43917,181,38,4,10,3.538,5.5,14.1,35.38,6.99820429872489
2018-05-24,1527120000,43.3,-77.43917,181,38,10,10,3.538,5.2,32.7,35.38,7.5346988523961
2018-08-16,1534377600,43.31306,-77.00056,205,65,1,10,3.8412,6.8,1,38.412,5.218368187343
2018-08-16,1534377600,43.31306,-77.00056,205,65,4,10,3.8412,7,12,38.412,5.34121409145882
2018-08-16,1534377600,43.31306,-77.00056,205,65,5,10,3.8412,6.2,16,38.412,5.41494409844745
2018-08-16,1534377600,43.31306,-77.00056,205,65,6,10,3.8412,6.6,21,38.412,5.50735649085254
2018-08-16,1534377600,43.31306,-77.00056,205,65,10,10,3.8412,4.1,35,38.412,5.46869614481693
2018-08-16,1534377600,43.32778,-77.43806,181,57,1,10,8.0225,6.2,1,80.225,4.65707580588059
2018-08-16,1534377600,43.32778,-77.43806,181,57,1,10,8.0225,10.8,1,80.225,4.65707580588059
2018-08-17,1534464000,43.36083,-78.72917,96,67,1,10,3.0324,6.7,1,30.324,6.94975369697204
2018-08-17,1534464000,43.36083,-78.72917,96,67,1,10,3.0324,8.2,1,30.324,6.94975369697204
2018-05-24,1527120000,43.32806,-77.43861,181,58,1,10,8.4878,9.2,2,84.878,5.97729422224802
2018-05-24,1527120000,43.32806,-77.43861,181,58,2,10,8.4878,6.1,13.3,84.878,6.25776692686486
2018-05-24,1527120000,43.32806,-77.43861,181,58,10,10,8.4878,4.6,87,84.878,6.41481074126204
2018-05-21,1526860800,43.36222,-78.72917,96,67,1,10,3.0324,6.5,2,30.324,7.13007057129289
2018-05-21,1526860800,43.36222,-78.72917,96,67,9,10,3.0324,5.7,26.5,30.324,7.12584778739256
2018-08-16,1534377600,43.32417,-77.21556,193,67,1,10,5.7466,5.9,1,57.466,5.05671732753399
2018-05-24,1527120000,43.38333,-79.285,58,83,6,10,10.7756,4.9,58,107.756,7.17786087989225
2018-08-16,1534377600,43.34944,-77.71083,165,58,1,10,2.0957,6.2,1,20.957,7.85101292422041
2018-08-13,1534118400,43.39361,-79.48639,45,89,1,10,10.1037,5.2,1,101.037,5.97141070102225
2018-08-16,1534377600,43.36,-77.51361,176,70,1,10,9.204,5.7,1,92.04,5.41052304470213
2018-08-17,1534464000,43.39222,-78.37028,124,61,1,10,2.661,8.9,1,26.61,6.68183520247112
2018-05-22,1526947200,43.38417,-77.98861,148,61,1,10,2.1032,7,2,21.032,7.11524990038015
2018-05-22,1526947200,43.38417,-77.98861,148,61,4,10,2.1032,6,8.1,21.032,7.24870051271864
2018-05-22,1526947200,43.38417,-77.98861,148,61,8,10,2.1032,5.6,16.2,21.032,7.32076341591892
2018-08-16,1534377600,43.38528,-77.98972,148,62,1,10,2.2698,6.2,1,22.698,4.87875286125927
2018-08-16,1534377600,43.38528,-77.98972,148,62,1,10,2.2698,5.8,1,22.698,4.87875286125927
2018-08-16,1534377600,43.38528,-77.98972,148,62,5,10,2.2698,7.9,10,22.698,6.05874083703384
2018-08-16,1534377600,43.38528,-77.98972,148,62,8,10,2.2698,7.4,18,22.698,6.17125169810606
2018-08-13,1534118400,43.41667,-79.4,52,89,1,10,11.1104,5.8,1,111.104,5.95434175920673
2018-08-13,1534118400,43.41667,-79.4,52,89,1,10,11.1104,9.5,4.5,111.104,5.95434175920673
2018-08-13,1534118400,43.41667,-79.4,52,89,2,10,11.1104,9,12,111.104,6.34860316495178
2018-08-13,1534118400,43.41667,-79.4,52,89,4,10,11.1104,4.7,43,111.104,6.8170757003827
2018-08-13,1534118400,43.41667,-79.4,52,89,9,10,11.1104,3.7,95,111.104,7.39607958166744
2018-08-13,1534118400,43.41667,-79.4,52,89,10,10,11.1104,4.8,103,111.104,7.7660060924245
2018-08-13,1534118400,43.42472,-79.65778,33,96,1,10,1.8224,5.1,1,18.224,6.04214301347383
2018-08-16,1534377600,43.38028,-77.29889,189,74,1,10,17.7701,5.9,1,177.701,4.47916636403534
2018-08-13,1534118400,43.46694,-79.52972,45,96,1,10,6.3275,18.4,1,63.275,5.94289394939551
2018-08-13,1534118400,43.46694,-79.52972,45,96,1,10,6.3275,5.5,1,63.275,5.94289394939551
2018-05-21,1526860800,43.46222,-78.76,97,79,1,10,14.1192,5.1,2,141.192,6.23053847448318
2018-05-21,1526860800,43.46222,-78.76,97,79,1,10,14.1192,10,2,141.192,6.23053847448318
2018-05-21,1526860800,43.46222,-78.76,97,79,6,10,14.1192,4.7,75.3,141.192,6.60034356769756
2018-05-21,1526860800,43.46222,-78.76,97,79,10,10,14.1192,4.2,133.5,141.192,6.37133371128584
2018-08-16,1534377600,43.40861,-76.79389,217,76,1,10,6.8871,9.2,1,68.871,4.64260574517539
2018-08-16,1534377600,43.40861,-76.79389,217,76,1,10,6.8871,6.3,1,68.871,4.64260574517539
2018-08-16,1534377600,43.42361,-76.8825,212,77,1,10,14.243,6.3,1,142.43,5.09418396177352
2018-08-16,1534377600,43.42361,-76.8825,212,77,1,10,14.243,10.4,9,142.43,5.09418396177352
2018-08-16,1534377600,43.42361,-76.8825,212,77,2,10,14.243,8.6,22,142.43,5.3279941312212
2018-08-16,1534377600,43.42361,-76.8825,212,77,3,10,14.243,5.6,34,142.43,5.328429324436
2018-08-16,1534377600,43.42361,-76.8825,212,77,10,10,14.243,5.5,135,142.43,5.36837706022197
2018-08-16,1534377600,43.42361,-76.8825,212,77,10,10,14.243,5.2,141,142.43,5.36837706022197
2018-05-24,1527120000,43.44389,-77.43889,180,78,1,10,19.53,5.8,2,195.3,4.66750680061523
2018-05-24,1527120000,43.44389,-77.43889,180,78,5,10,19.53,5.9,95.5,195.3,5.01700833410723
2018-05-24,1527120000,43.44389,-77.43889,180,78,10,10,19.53,4.7,188.9,195.3,5.05056050315034
2018-08-13,1534118400,43.50306,-79.35333,58,94,1,10,10.6864,5.9,1,106.864,6.10761844654917
2018-05-24,1527120000,43.50333,-79.35333,58,94,6,10,10.6864,4.3,58,106.864,7.24284473108128
2018-08-16,1534377600,43.4925,-78.38611,124,78,1,10,16.2975,6.4,1,162.975,5.33995580553892
2018-08-16,1534377600,43.48611,-78.00056,147,78,1,10,16.0868,5.6,1,160.868,4.63435571873561
2018-05-22,1526947200,43.48639,-78.00056,147,78,1,10,16.0868,10.7,2,160.868,6.18231251792167
2018-05-22,1526947200,43.48639,-78.00056,147,78,5,10,16.0868,5.3,76.5,160.868,6.40493226455874
2018-05-22,1526947200,43.48639,-78.00056,147,78,10,10,16.0868,4.2,151,160.868,6.42430813968531
2018-08-14,1534204800,43.5175,-79.07972,77,89,1,10,13.8518,5.6,1,138.518,5.26191524841124
2018-08-14,1534204800,43.5175,-79.07972,77,89,1,10,13.8518,5.5,1,138.518,5.26191524841124
2018-08-13,1534118400,43.54694,-79.48806,51,101,1,10,4.0324,5.9,1,40.324,6.12163194091409
2018-08-16,1534377600,43.47667,-76.52667,230,80,1,10,1.7601,8.8,1,17.601,4.90267939312616
2018-08-16,1534377600,43.47667,-76.52667,230,80,6,10,1.7601,8.2,10,17.601,5.63483308724244
2018-05-23,1527033600,43.47778,-76.525,230,80,2,10,1.7601,6.2,2,17.601,7.38690687285271
2018-05-23,1527033600,43.47778,-76.525,230,80,6,10,1.7601,6.1,9.5,17.601,7.3947021519416
2018-08-14,1534204800,43.58444,-79.31222,64,99,1,10,9.6126,8.7,1,96.126,6.32143428447307
2018-08-14,1534204800,43.58639,-79.39306,59,101,1,10,6.3287,6,1,63.287,6.21578283244162
2018-08-14,1534204800,43.58639,-79.39306,59,101,1,10,6.3287,5.6,1,63.287,6.21578283244162
2018-05-24,1527120000,43.58667,-79.395,58,101,10,10,6.0542,4.5,58,60.542,7.72834391682409
2018-08-14,1534204800,43.59639,-78.80139,97,90,1,10,13.8647,6.9,1,138.647,3.93317441194085
2018-08-14,1534204800,43.59639,-78.80139,97,90,1,10,13.8647,5.2,5,138.647,3.93317441194085
2018-08-14,1534204800,43.59639,-78.80139,97,90,2,10,13.8647,6,14,138.647,3.83823680749629
2018-08-14,1534204800,43.59639,-78.80139,97,90,3,10,13.8647,6.2,33,138.647,3.80014944312279
2018-08-14,1534204800,43.59639,-78.80139,97,90,10,10,13.8647,2.9,127,138.647,3.28057922160951
2018-08-14,1534204800,43.59639,-78.80139,97,90,10,10,13.8647,3.4,135,138.647,3.28057922160951
2018-05-21,1526860800,43.59694,-78.81417,97,91,1,10,13.6241,5.5,2,136.241,3.99018472307944
2018-05-21,1526860800,43.59694,-78.81417,97,91,5,10,13.6241,4.6,67.9,136.241,3.87585259886691
2018-05-21,1526860800,43.59694,-78.81417,97,91,10,10,13.6241,4.9,133.7,136.241,3.10004338643921
2018-08-14,1534204800,43.60806,-79.01611,84,95,1,10,12.0319,5.2,1,120.319,4.93866673423327
