"interval_number","velocity_meters_per_second","direction_degrees"
88,0.0856742629424782,356.412111409709
89,0.0771382640000886,355.143604481342
90,0.0637324003086102,354.636782790336
91,0.0555430914818471,354.616766899508
92,0.0460921967026181,354.485007048649
93,0.0306081126245003,353.350821544887
94,0.0109187330709619,349.39181214189
95,0.00728796581913797,179.577871419359
96,0.0136048900705486,175.873406514805
97,0.00735586160086975,170.761001907234
98,0.019319647574415,359.03320616635
99,0.0347232878163565,355.570488527271
100,0.0364158824374705,354.122402844489
101,0.0310626766087993,352.622802828085
102,0.0122586472151584,343.881711642962
103,0.0171057488362187,187.443660670673
104,0.0420042653696016,180.41867956481
105,0.0499759552420235,179.229215340265
106,0.0494410243623198,178.852497025676
107,0.0536212132902865,178.822580512335
108,0.0786222477150144,178.98539525826
109,0.138122219546166,178.701181575715
110,0.181349568193457,178.3188036318
111,0.217546356053672,177.850601314062
112,0.227574327817166,177.543476940322
113,0.24080618546943,177.324307822291
114,0.255326597850434,177.168502799673
115,0.253165869538805,176.972936885114
116,0.245420122966246,176.894642045403
117,0.238495782921102,176.83993471981
118,0.238298964208679,176.821070303867
119,0.245882562433878,176.864862906605
120,0.241936401230047,176.797549998057
121,0.249982894402303,176.851961658959
122,0.244547859252411,176.757010750571
123,0.241097643439394,176.79281054273
124,0.213482759699046,176.570875962467
125,0.183357336024565,176.409013904392
126,0.152480683972408,176.206647826065
127,0.117259342332275,175.740116507856
128,0.0824195736219941,174.392442247472
129,0.0473811497707912,170.260492344841
130,0.0129765715454249,144.156984222476
131,0.0253828509434221,10.2180439558881
132,0.066416973348897,358.728646450111
133,0.101388518770941,355.915836840391
134,0.124245004662736,355.118604032441
135,0.134581964899314,354.930730550014
136,0.138268014875043,355.029108749545
137,0.135385106896448,355.241973880597
138,0.135986374805374,355.377415322594
139,0.139576814531368,355.365907918048
140,0.142055564295226,355.323440937811
141,0.141750873223305,355.384420125258
142,0.148202899093689,355.630013373787
143,0.153748971046678,355.708360380296
144,0.148943765755567,355.779617064267
145,0.136857552878713,355.743026350439
146,0.126504341741334,355.775177478365
147,0.117993991810407,355.634125799094
148,0.106759731375482,355.319688715077
149,0.102061987707833,354.87921559478
150,0.113292065032569,354.857708436357
151,0.136143246277204,354.887460252818
152,0.149685039477695,354.798659186709
153,0.145072929252301,354.787729573973
154,0.137509462245692,354.733423146287
155,0.130783630044339,354.596140603754
156,0.129805224856404,354.691186198657
157,0.126259410960444,354.686708487979
158,0.121924663554911,354.886376444311
159,0.120671538747833,355.122523062986
160,0.118645248446215,355.207103890135
161,0.11186940998833,355.128946690387
162,0.097835337594848,355.09250355427
163,0.0880309248377011,355.17213782417
164,0.0794910250078701,355.242983772177
165,0.0753152917540565,355.455655643548
166,0.0792911435583557,355.688396220641
167,0.0817036963801937,355.64433435701
168,0.0853175604199553,355.451544552846
169,0.0799445059779138,355.202942030289
170,0.0721798031612493,355.136530377319
171,0.065374911701824,355.175323322344
172,0.0582642158070264,355.280508973949
173,0.0551716240533009,355.463448836779
174,0.0557441620782284,355.561344582604
175,0.0589031740214909,355.573593759327
176,0.0542809280460485,355.355588766506
177,0.0476102731571628,355.141225999176
178,0.041065224515865,354.953937139744
179,0.0323707394784819,354.772718124089
180,0.0264716303615335,354.902654289017
181,0.0152543068160363,354.189582720604
182,0.000943737423533191,229.976999961942
183,0.0148648872221251,179.684427270359
184,0.0283090833148737,178.675307888575
185,0.0383198694667718,178.563699057435
186,0.0419531026980884,178.11167727308
187,0.0415083598923859,177.779519581329
188,0.0438457072093108,177.714773886001
189,0.0451197735292679,177.263652620431
190,0.0445807562514625,176.462298737738
191,0.0469453840046644,176.608410209176
192,0.0535332737592103,177.119586280728
193,0.0567582870080551,177.167116534251
194,0.0542113578504736,176.975489776733
195,0.060571420963708,177.0253019405
196,0.0775751196968804,177.427979055542
197,0.0868726304747763,177.852246510499
198,0.0850247305899701,177.797129117398
199,0.0736838954556407,177.493829983629
200,0.0661709909031991,177.305291732185
201,0.0471457002596492,176.67936073194
202,0.0142340145658429,172.318801409575
203,0.0266544544176111,357.796166166836
204,0.0615326226674976,355.010543140171
205,0.085045054288839,354.551464067739
206,0.110653995933894,354.956664376201
207,0.120150505674063,355.060882138795
208,0.112934910588345,355.092940620886
209,0.0992284798538239,355.060919568524
210,0.0807939498173291,354.896881809286
211,0.0676886539360751,354.687361932968
212,0.052276943358389,354.449511562809
213,0.0409314638092909,354.450857351227
214,0.0251869529633245,353.601957232034
215,0.00481196591345003,342.385605099541
216,0.00407280420836816,188.998574886355
217,0.00943139052296428,180.008779497584
218,0.00492871950641817,176.850864084186
219,0.00125421258540964,11.8467204224666
220,0.0103027335477466,0.424585255530285
221,0.0191723269262901,359.976353528381
222,0.0272937527183331,359.678098344218
223,0.0458015613848685,358.109462355895
224,0.067843585353542,356.239740987554
225,0.0944937867931322,355.05833182804
226,0.103479625318843,354.424934794819
227,0.104094142280752,354.343395063938
228,0.108690498580546,354.407294289039
229,0.114251786414062,354.506713262135
230,0.125653462751422,354.904560680371
231,0.133890880103809,355.035622138532
232,0.129369069834899,354.944885756459
233,0.120784512691446,355.043596963663
234,0.120541229371072,355.189312359555
235,0.118715472232053,355.069953886903
236,0.116116573066972,355.099441958983
237,0.119321968461294,355.051618426725
238,0.123208009781164,355.007121095193
239,0.133149811692737,355.133930314631
240,0.130197292410077,355.035023105724
241,0.112701235667947,355.041432309033
242,0.100979749733582,355.263955695855
243,0.0867614494402983,355.302581778795
244,0.0772504399963012,355.399774181642
245,0.0715689680014388,355.734198744036
246,0.0684058462647366,356.171194080142
247,0.0669446182096433,356.647620140949
248,0.0782293068136588,357.274046074485
249,0.0862242996309292,356.911228322741
250,0.0849801244584542,356.588446837109
251,0.0868109179940107,356.594860506918
252,0.09207316960248,356.595461982752
253,0.103409415949092,356.635106375417
254,0.129480129352575,356.565944835964
255,0.157741063185638,356.269958899526
256,0.163976079402194,355.890066171431
257,0.144954508619233,355.800261835268
258,0.122921019811773,355.821476082279
259,0.103782152868589,355.903388080022
260,0.100016890025866,356.286470445351
261,0.103039392887315,356.444809398682
262,0.118229504391793,356.322322211195
263,0.122772257865313,355.989753589014
264,0.107484335354381,355.7660876569
265,0.0939409622027651,355.78198105222
266,0.0825676150679263,355.842250808933
267,0.0734514337177349,355.898821025617
268,0.0622206081568342,355.715762459659
269,0.0452942971853886,355.732938486103
270,0.0421075386163392,358.391146448079
271,0.0968232139871926,359.9477535293
272,0.278390489693108,357.167060569185
273,0.33055363923442,355.619792291245
274,0.27655210294082,355.772939231712
275,0.234249029037909,355.852267073016
276,0.209943292459849,355.80411537246
277,0.197498974128569,355.867562701816
278,0.192298564450111,356.035824749275
279,0.194923299069268,356.094478378589
280,0.177516577854668,356.016940830825
281,0.150633216874617,355.759315357069
282,0.11986747184746,355.767475635362
283,0.102062276197054,355.895315885842
284,0.0926684638873166,355.94650372162
285,0.0774802618602188,355.909584919762
286,0.0705753806539032,355.808419887067
287,0.0575686611860965,355.794057881887
288,0.0553332151741805,356.028657004909
289,0.0499740299570316,355.880812293575
290,0.0412580300270574,355.637192189678
291,0.0379775936793055,355.412381388366
292,0.0259215661077948,354.232390936969
293,0.0177009165243469,351.502675604985
294,0.00389395128600688,334.821012284492
295,0.00186614530310767,334.943901789681
296,0.000678624648976068,352.195389209243
297,0.00327046305381135,170.492483750969
298,0.00180342203723717,165.86989278982
299,0.00717370511740209,174.551229029635
300,0.00667006030708165,174.87988992094
301,0.0119781775714599,176.058033038109
302,0.018179339861335,176.689511423128
303,0.0253066546745046,177.865948903159
304,0.0355829278295284,177.954898429076
305,0.0342938494347796,178.22489507835
306,0.0355654059349362,178.405538268499
307,0.0341263155141282,178.75470830381
308,0.0362819068456227,178.59801854438
309,0.0427744528507775,177.997587346855
310,0.0449404461498957,177.659536369017
311,0.0504665856130278,177.373636612644
312,0.0502284062549631,177.102560183407
313,0.0533337555198987,176.774472755068
314,0.0588038875841112,175.89814396513
315,0.0639465252830241,174.854269487317
316,0.0599510087571667,174.245139619355
317,0.0375352033916543,171.374305586712
318,0.0188849592084602,12.2155237036813
319,0.0910512100361694,356.917625625471
320,0.126289115662227,354.743138609294
321,0.134200859043042,354.763011713863
322,0.137112739027643,354.944463965903
323,0.12618504663064,354.747791041973
324,0.0993987176948216,354.223987657329
325,0.0666660635702279,352.936347292915
326,0.0550093956206676,353.29100492396
327,0.054163009436202,354.847266248976
328,0.0524680235607593,355.925604101609
329,0.0527657453945107,356.593863762672
330,0.0464938557095009,356.690694892298
331,0.0326218432655565,355.800933143666
332,0.00783582914474729,347.802962706047
333,0.0174886070529834,181.528406977897
334,0.0328869761824808,179.548903039588
335,0.0334294450985791,178.101169138329
336,0.0241744945349435,175.879653947284
337,0.0213113481396703,175.042472703853
338,0.0187562167078732,174.958573569568
339,0.0210102798249938,175.21389648547
340,0.0227402905066422,174.498685763446
341,0.0254710959855146,174.924404076241
342,0.0397391819182946,176.805762923456
343,0.0456520302512389,177.358616548731
344,0.0367226832926184,177.104540843382
345,0.0271551786214834,177.001729650542
346,0.0232576953148355,177.568673853727
347,0.0206663661078736,178.085022297912
348,0.0163378008521373,178.515348351533
349,0.0141407932667806,178.778717397456
350,0.0120890941033483,179.384471285637
351,0.0109993214664701,177.929736197365
352,0.0119301743421749,176.077982799546
353,0.0104808770345998,174.769149498808
354,0.00849182771036704,172.677573373006
355,0.00515219208120588,168.501113272563
356,0.00134984097583179,146.030200884638
357,0.00186802096555511,8.75013611714727
358,0.00051443756268131,338.769738183474
359,0.000784613685129119,307.750916960141
360,0.00415370810289728,343.334591297923
361,0.00323801598029859,334.369888773217
362,0.00178272443001641,306.939023012077
363,0.0026926501192179,208.496375878977
364,0.0102721920292412,185.659943310068
365,0.0213281843218305,181.054171146423
366,0.0223357212000523,179.253013481899
367,0.0170346751087975,179.63790155074
368,0.014306353271679,180.343858316738
369,0.0101281755493278,179.059472362176
370,0.0048666352171034,170.148720073455
371,0.00206137563631632,43.2187436815144
372,0.00878780227023907,8.74846611974841
373,0.0139017331896213,3.34134968309578
374,0.0174407931514301,0.040290195379947
375,0.0171475984853014,357.996247615786
376,0.012173073522568,356.270902934696
377,0.00336222823089059,345.773946553334
378,0.0175858515654386,181.59114070467
379,0.0604759297349941,179.443101044845
380,0.0916721885122752,179.4611281025
381,0.125912614315451,178.96941990904
382,0.159766705479243,178.4569583387
383,0.159357984659255,178.163896596652
384,0.143483725180884,178.040626261583
385,0.127955677826747,177.919127551738
386,0.124069670313622,177.949149745723
387,0.113835293067813,177.681326588609
388,0.107258672174899,177.358102855793
389,0.107741263961489,177.14104075894
390,0.102249576624375,176.853554155709
391,0.0988363990756959,176.477740927247
392,0.0890558596310993,176.050486159547
393,0.0838781358036146,175.615221967894
394,0.074824944294906,175.013525116227
395,0.0536493260214603,173.342983381347
396,0.0224529960083199,163.636908292528
397,0.0187589762696086,14.3580386896332
398,0.0419126298500998,359.754503066115
399,0.0533056271765813,353.983240008464
400,0.0533080657214285,351.460382977085
401,0.0470534674897661,350.31574081817
402,0.0444521651855854,350.485644173534
403,0.0398889304250563,350.427019898446
404,0.0365550179995895,350.644927907181
405,0.0338475321408995,350.981738418037
406,0.0321893791139872,351.34526184853
407,0.0331909377425235,351.973395824872
408,0.029861119894374,352.325584747349
409,0.0292834111840194,353.276660974828
410,0.0256341319125128,353.587542628751
411,0.0164592706251881,352.364227317721
412,0.00817595532004509,349.163576311262
413,0.00670886593445836,348.101987765098
414,0.00949721387788795,349.265881624618
415,0.0107772701855587,348.592024212966
416,0.0147614877502517,349.920046975209
417,0.0174991294388465,351.437726337612
418,0.0214514225141009,353.736507240956
419,0.0278311652460418,355.038397887388
420,0.0344960690134787,355.690637005181
421,0.045532047491968,356.155081955327
422,0.0592186263560639,355.966670490827
423,0.0790323878010516,355.52337382418
424,0.0946149017243408,355.168743428763
425,0.0913104499746593,354.775746519336
426,0.0816795290372159,354.536018183727
427,0.0712847858757352,354.579689655262
428,0.0680282154973616,355.004539251218
429,0.0666790190014796,355.346646534695
430,0.0677764715098627,355.549094776315
431,0.0699075718298779,355.813447004681
432,0.0679060064454376,356.24358729822
433,0.0743880480833052,356.863108120095
434,0.0828527379139674,356.794112797554
435,0.0890960407450171,356.410379579096
436,0.0921496385166446,356.263727330793
437,0.100931107231495,356.304913292538
438,0.120581233416262,356.318575437138
439,0.131012240504778,356.335546223236
440,0.135963635565478,356.319907992854
441,0.129058443477259,356.069774321363
442,0.118910008548715,355.967012259795
443,0.109270743357064,355.851080315637
444,0.098225728936284,355.794287488232
445,0.0951320365531181,355.84752188107
446,0.0951335072405854,356.135328135496
447,0.0923616952426721,356.214374471722
448,0.0803724766814584,355.852252022467
449,0.0603622928127057,355.255538908304
450,0.0449894207975595,355.150463097777
451,0.0326158599742531,355.560548976337
452,0.0247888982226974,356.657111344695
453,0.0189895096176865,359.902454729111
454,0.00977808565287851,9.52354470305774
455,0.0073870933461866,158.235839868319
456,0.0267746509329711,173.466508809929
457,0.036479862761984,175.681660593926
458,0.0399529988816269,175.501356659684
459,0.0399449756755479,175.159117599017
460,0.0396821830841122,175.117122452378
461,0.0348694787235946,175.584968246193
462,0.0294162126706136,176.662113811105
463,0.0279836489817103,177.392311564379
464,0.0289859458455971,177.704133031854
465,0.0328223290644591,177.762537623726
466,0.0328726134114675,177.974919147664
467,0.0319772162265938,177.787328791309
468,0.0315816881638186,177.536301842008
469,0.0416158543838296,177.830540031748
470,0.0616802335936931,177.828651774762
471,0.0724952384243716,178.515404018976
472,0.073293575101123,178.343525535122
473,0.069191573389313,177.525227709235
474,0.0665400437606904,176.944047043426
475,0.071034418611541,176.82977204624
476,0.0728430227436355,176.509159228856
477,0.0702803101466786,176.219820979985
478,0.0695395581306024,176.232254681462
479,0.0726806274451505,176.466532492124
480,0.0703678247192175,176.07167674205
481,0.0629759866032915,175.403982905458
482,0.0637604734015809,175.118488235621
483,0.0720108287968851,175.204921166584
484,0.080499755579286,175.325557942806
485,0.0792845120002585,174.874591435108
486,0.0711556109073671,174.310509479516
487,0.0565097296636645,173.257338632117
488,0.0409973605298213,171.020743184955
489,0.0253377825928319,166.231386166941
490,0.00662896855939387,135.616327585601
491,0.00952210900780427,16.5692718983035
492,0.0163941200691791,1.61128494801777
493,0.0198857170114024,354.982709027266
494,0.0226477033556526,350.664240837091
495,0.0221022001261552,347.338397897321
496,0.018704266947366,342.869396893027
497,0.0220502053065358,342.876961838506
498,0.0196058500146844,332.763189158772
499,0.0106137679140369,256.157639719572
500,0.0209156745979839,208.748893327456
501,0.036269656059888,194.33531645294
502,0.0384278054260535,189.229306681449
503,0.0266409287664055,188.68962478503
504,0.0186442183307269,188.776272887839
505,0.0111843797474404,193.415614321549
506,0.00528309475606603,211.454074997856
507,0.00454914549395306,222.395625071968
508,0.00830395593455832,204.803855347342
509,0.014936322030702,192.030803347206
510,0.013456986948969,187.534040097773
511,0.011199458781397,183.448662786599
512,0.0180689404738654,178.204709602646
513,0.0262741001873978,176.417253153754
514,0.0203951215990913,173.460961571234
515,0.00341734682828698,122.360731013655
516,0.0388649736117928,1.61004022853313
517,0.11291153060866,356.853009836432
518,0.185118333886518,355.460013179164
519,0.216301844955363,355.379301560056
520,0.2291792286333,355.648289021144
521,0.200435763651359,355.613482022407
522,0.169789565512773,355.639323908759
523,0.164596967532961,355.663195095768
524,0.170192271553347,355.651453350472
525,0.189565319354449,355.696900499959
526,0.198784319208684,355.458224496459
527,0.201557853476753,355.384837637616
528,0.194929333629745,355.179795601737
529,0.179452810104583,355.091350459941
530,0.164296586385667,355.412664525247
531,0.150315931662763,355.738284151674
532,0.147003420261251,355.904595795281
533,0.133455598005745,355.953724581631
534,0.13219835498611,355.91468113227
535,0.133189698771807,355.392244781395
536,0.121006482802482,354.949139607456
537,0.107304588925079,355.224358590835
538,0.0931585360148877,356.000055973847
539,0.0855927164655151,356.620923334922
540,0.0759323741184308,356.993511433761
541,0.076810661059157,357.374368319021
542,0.0792560444372806,357.133384828437
543,0.0676993111601871,356.595368295559
544,0.0523034028681066,356.324838334662
545,0.0385061098038022,356.269592660031
546,0.0304625956457123,356.96295636021
547,0.025295464082414,358.498617115939
548,0.0195589267652168,0.342118185827232
549,0.0118064779382115,1.57831379851522
550,0.00711333874851012,171.190391594378
551,0.0119538440095184,171.199727613098
552,0.0106289847902212,171.097052861976
553,0.0105034031907801,173.62170221296
554,0.0129317485059117,176.16890472211
555,0.0142143212960359,176.705101431051
556,0.0151816351354724,176.62201365195
557,0.0200665180111799,177.192054928095
558,0.0222232945017451,177.667107752339
559,0.0258064985518096,177.145732312383
560,0.0304983142550543,176.017336954031
561,0.0336155977177008,175.293716199023
562,0.0343544846369405,175.405383046283
563,0.0418346730549656,176.90216336945
564,0.0647789263285457,178.105547789513
565,0.0966094458939855,178.818051570967
566,0.127135502249138,178.909499790291
567,0.134180432765825,178.308866606882
568,0.120965156364198,177.510786077904
569,0.101462437084735,176.760067748609
570,0.0930601073010526,176.249862895746
571,0.0965330423909005,176.249150374373
572,0.103641069705609,176.509005903999
573,0.118423463707892,176.78548244256
574,0.1297961542564,176.85221381415
575,0.127265820022591,176.571180294024
576,0.111701962762981,175.882592690982
577,0.105095239587616,175.796545828683
578,0.0998240065932505,175.808930531141
579,0.0908748336572602,175.476376430687
580,0.0837794641800263,174.777438708329
581,0.0773014390759541,173.858870634429
582,0.0726803138149383,173.24051348569
583,0.0666196447420672,172.2222858593
584,0.0634082480772547,171.578734183402
585,0.0651694879357827,171.791322372581
586,0.0636882519269593,172.011132914883
587,0.0586672245999558,171.435727726588
588,0.054479374342651,170.008628421599
589,0.0496113796027565,168.793752787886
590,0.0361585318413131,165.052872446182
591,0.00886456116617428,125.545060079522
592,0.0515935446722807,0.362850761933891
593,0.151607363423855,355.493046718429
594,0.208221915811999,355.136631321997
595,0.224049188088986,355.262221020974
596,0.24000699394775,355.453372638507
597,0.271774191829076,355.468369658731
598,0.263786953394383,355.366234457948
599,0.218126190107576,355.435126150984
600,0.173682025949082,355.696912459561
601,0.143917868564598,355.968737765746
602,0.128121642046996,356.356160469522
603,0.119316010298051,356.596537296713
604,0.115466160001,356.637087976334
605,0.124893480855993,356.417167389134
606,0.128944414344769,356.01630557642
607,0.129432236644492,355.757356100231
608,0.120191250828499,355.772534771046
609,0.103092391916746,355.747983320256
610,0.0935808432680935,355.760605776676
611,0.0854835928127989,355.743796410555
612,0.0778102166987758,355.808051330085
613,0.0713802048225549,355.985650906238
614,0.0701541304219769,356.157088365681
615,0.0692987651821049,356.273443246504
616,0.059403919070694,356.465531373493
617,0.0483552782485416,357.15186537704
618,0.0360142487486346,359.277338428201
619,0.0251851440037447,3.41916136243884
620,0.0177795155921235,9.03651867711924
621,0.0121260264929099,16.2654284757269
622,0.00908470838875651,25.7658209369593
623,0.00696940132140479,43.5321247034357
624,0.00744029846173391,46.5434418351595
625,0.00844234802065863,37.2386828012609
626,0.0115944057532479,22.0045205287949
627,0.0222984324043196,7.94669227644245
628,0.0421850306335954,0.874712575090691
629,0.0744781113021833,357.049720901389
630,0.0984050434854493,355.902323338648
631,0.119403626655339,356.321858981699
632,0.134558940285796,356.585893882638
633,0.120921477121802,356.3980028743
634,0.0995379750894207,356.443004788576
635,0.0782406440609376,356.779375493482
636,0.0670925090731659,357.050896058255
637,0.0503455096524986,356.899733534506
638,0.0350474063514722,358.106195414226
639,0.0340003941417495,1.33486513113866
640,0.0338781020137246,3.19121321134557
641,0.0387958749099332,3.5865083652487
642,0.0424630606347861,2.53375169466966
643,0.0477679583906065,359.810265637174
644,0.0453230871852838,358.50716476623
645,0.044260518667258,358.846752107057
646,0.0465923638017691,359.792325725805
647,0.0503019893522813,0.0789042802806615
648,0.0574174344011814,359.652970352326
649,0.068859128948511,358.016421935043
650,0.0705951333216146,356.624915262085
651,0.0628224070390138,356.538172088624
652,0.0469635039488311,356.639883356896
653,0.0290284088443447,357.568955372205
654,0.0150209258352296,4.54635793222109
655,0.00717769302779797,22.9373236770654
656,0.00305607026995946,113.832769531436
657,0.00773642959214288,160.421809415403
658,0.0147550264960146,169.931269917195
659,0.0261807333485457,174.638643454919
660,0.0392209530395985,176.323711761918
661,0.0518741999953358,177.101192339381
662,0.0601935759863859,177.728637970543
663,0.0626543446663437,177.305636060764
664,0.0616141348451959,176.400641473674
665,0.0595497955623165,175.743151842269
666,0.0573370886561032,175.566455318529
667,0.053504286186241,175.42700997896
668,0.0520082553367547,174.629398436316
669,0.0568145946128939,174.637710755
670,0.0558706045066175,175.125754354688
671,0.0571636500470026,175.566962260336
672,0.0577356013983355,175.759584243364
673,0.0572544526305008,175.800137236644
674,0.0538810705203518,175.927448478058
675,0.0487221466619035,176.001792836446
676,0.0429504580918959,175.961298352323
677,0.0391222847103626,176.209382917638
678,0.0395858187565896,176.922893320679
679,0.0401199654373721,177.430825108139
680,0.0416486088446253,177.536915499171
681,0.0416859795082348,177.299048565909
682,0.0456614349889067,177.453758564637
683,0.0537684511068928,177.033396705572
684,0.0549693551428006,176.801419294723
685,0.0542211557245413,176.53891990055
686,0.0474218359545652,176.381359452381
687,0.0416463694568076,176.398009587993
688,0.034815658513899,176.803932595955
689,0.0285966583281259,177.362249264201
690,0.0292168883800117,178.124750562967
691,0.0335900442555665,178.425116621421
692,0.0379148420295118,177.778189343451
693,0.0383823464696545,177.495457329993
694,0.033325533231938,177.176756760184
695,0.0320751931224609,176.71376126085
696,0.0310100440326617,177.510395608131
697,0.0315365681176719,179.578293387976
698,0.0312163307427117,181.209432157398
699,0.0262798428361569,181.587130641983
700,0.0217911231295685,181.382153472098
701,0.0206509464432017,181.518112854748
702,0.0236986452509152,181.787421238065
703,0.0261913281941007,181.849779064161
704,0.0264277600318944,181.351067453801
705,0.0262545036941233,181.022447340248
706,0.0257829470436323,182.177040725376
707,0.0236893439729212,184.480659478391
708,0.0188333520203132,188.564811790793
709,0.0137482730059291,194.323064375833
710,0.00948157321221328,202.704675159126
711,0.00608749325437495,221.411516745046
712,0.00531481040312073,304.132114235105
713,0.0130361251464795,337.286600634635
714,0.0226866389642288,345.420871610376
715,0.031664014988423,350.924577885147
716,0.0389119054755991,354.734061223366
717,0.0454509701687664,356.619689122624
718,0.0487999545427548,356.837786427663
719,0.050223297735315,357.34276127693
720,0.0546600508062799,358.619143653933
721,0.0580830383089187,359.583375530765
722,0.0596950094525339,0.0156158026451011
723,0.0602270509550837,359.615552901127
724,0.0618211797128717,358.825198044681
725,0.0702284978067717,358.248890722409
726,0.0819393550427097,357.334893789281
727,0.0865842010192806,356.457459419614
728,0.0848667097434525,356.693786857992
729,0.0866097332115672,357.481552000074
730,0.0850518207030442,357.379475985727
731,0.08356860420546,357.500252973969
732,0.0903704282275804,357.686607014962
733,0.0966731460702098,356.957558690769
734,0.0977081756826666,356.957576955553
735,0.0921627355240268,357.368526914446
736,0.0851577916099854,357.909117922581
737,0.0800696901759825,358.338562493843
738,0.0732472419114077,359.004810385322
739,0.0696386591332373,359.469868599286
740,0.0726705279981599,359.616339028312
741,0.0783483384961041,359.688362860599
742,0.0843480651846792,359.248040585921
743,0.0896258905674064,358.349078726377
744,0.0900826003600212,357.652184855147
745,0.0892479191461601,358.026326480079
746,0.0833426664375881,358.381248201702
747,0.0772303082440312,358.522712597999
748,0.0702008604633099,358.84975343941
749,0.0635100126845623,358.609742325197
750,0.0563500508350052,358.773797151749
751,0.0519780758239627,359.636026934639
752,0.0513445955360121,0.715907729926387
753,0.0493571071403121,1.3298071461584
754,0.0458366176494069,1.18427243506752
755,0.040352719759429,1.95555866747386
756,0.034097823940064,3.66991938534056
757,0.027640176704214,7.38839778436949
758,0.0229571400674497,11.3428749482824
759,0.015972220778978,17.1825335441953
760,0.00622125757897234,55.445610995132
761,0.0093547323157464,142.894667331241
762,0.0172309129674808,158.551747858063
763,0.0215535558836231,162.404984814233
764,0.02248844879916,163.46682227928
765,0.020558277505493,160.754454605537
766,0.0179940060175859,153.857296593912
767,0.0177043891636152,148.561316807612
768,0.0136634154672808,133.373419567336
769,0.0139369081484659,45.9737930662424
770,0.037848165491328,9.17437785815155
771,0.0637123376312414,359.901836322771
772,0.0752849302944134,357.983960068336
773,0.068896053683801,357.359376710755
774,0.0553171715241255,357.653921761438
775,0.0395106741957739,0.00626369743908918
776,0.0266375042958349,3.1523237449681
777,0.0125282010286856,16.7022985710371
778,0.00529019305862653,74.7729744454247
779,0.00653029071463878,105.586317698816
780,0.00756777424874272,102.705405341951
781,0.00795006994066041,92.6989864676477
782,0.0092733940203053,73.3484213209843
783,0.0133017601497296,41.1787036215043
784,0.018351778828495,24.225421267097
785,0.0199518767635259,17.1636775112808
786,0.0203764419320961,17.9404156860295
