FID_n2018L,Var1,currlats,currlons,directval,speedval,FID_EFDC,GRIDNO,IJ_VALUE,I_Value,J_Value,BedElev,I_Parent,J_Parent,Area,Mask,WSElev,ZRough,Sim_Result,Sim_Dir,Map_Value,Dry_Flag,Grid_Label,I_J_index,sig_thick,Area_ha,Num_layers,Wat_depth,Compar_AOI,ComparZone,Lat,Long
113,04-Aug-2018 21:58:25,43.44238333330,-78.17693333330,30,0.03000000000,6012,5.40300000000e+003,"(137,74)",137,74,-9.70209e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.801629,,4.801629,0,,137-74,9.72130000000,191.01605280500,10,97.21300000000,yes,Offshore zone,43.44374939230,-78.16974648960
139,07-Aug-2018 00:10:51,43.44305000000,-77.98956666670,313,0.03000000000,6674,5.41400000000e+003,"(148,74)",148,74,-1.14997e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.763748,,4.763748,0,,148-74,11.51890000000,194.98319003400,10,115.18900000000,yes,Offshore zone,43.43703462870,-77.98610179200
193,11-Aug-2018 04:20:47,43.44381666670,-77.35600000000,31,0.04000000000,9912,6.23400000000e+003,"(185,78)",185,78,-2.03271e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.566695,,4.566695,0,,185-78,20.34630000000,213.71512068400,10,203.46300000000,no,,43.43945917880,-77.35570422970
65,01-Aug-2018 09:03:59,43.44520000000,-78.75020000000,136,0.05000000000,3611,6.14600000000e+003,"(97,78)",97,78,-1.35338e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.699265,,4.699265,0,,97-78,13.55300000000,152.88005706800,10,135.53000000000,yes,Offshore zone,43.44787613240,-78.75233860030
56,31-Jul-2018 16:55:34,43.44613333330,-78.75443333330,268,0.04000000000,3611,6.14600000000e+003,"(97,78)",97,78,-1.35338e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.699265,,4.699265,0,,97-78,13.55300000000,152.88005706800,10,135.53000000000,yes,Offshore zone,43.44787613240,-78.75233860030
125,06-Aug-2018 00:00:33,43.44638333330,-78.17863333330,98,0.01000000000,5952,5.40200000000e+003,"(136,74)",136,74,-9.65748e+001,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.793274,,4.793274,0,,136-74,9.67670000000,190.37302015600,10,96.76700000000,yes,Offshore zone,43.44395355970,-78.18644601950
21,29-Jul-2018 01:06:52,43.44676666670,-79.17525000000,71,0.04000000000,1883,7.87000000000e+003,"(68,86)",68,86,-1.29546e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.764132,,4.764132,0,,68-86,12.97380000000,150.61350854900,10,129.73800000000,no,,43.45229941000,-79.17169852380
20,29-Jul-2018 00:37:18,43.44700000000,-79.17326666670,316,0.02000000000,1883,7.87000000000e+003,"(68,86)",68,86,-1.29546e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.764132,,4.764132,0,,68-86,12.97380000000,150.61350854900,10,129.73800000000,no,,43.45229941000,-79.17169852380
174,09-Aug-2018 19:34:52,43.45658333330,-77.44101666670,199,0.03000000000,9417,6.43200000000e+003,"(180,79)",180,79,-1.94125e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.673353,,4.673353,0,,180-79,19.43170000000,212.24413409600,10,194.31700000000,yes,,43.45894117000,-77.43906088200
207,12-Aug-2018 10:22:27,43.45786666670,-77.44018333330,199,0.03000000000,9417,6.43200000000e+003,"(180,79)",180,79,-1.94125e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.673353,,4.673353,0,,180-79,19.43170000000,212.24413409600,10,194.31700000000,yes,,43.45894117000,-77.43906088200
93,03-Aug-2018 11:34:25,43.45843333330,-78.49855000000,121,0.02000000000,4689,5.76600000000e+003,"(115,76)",115,76,-1.43952e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.690315,,4.690315,0,,115-76,14.41440000000,139.13555781100,10,144.14400000000,yes,Offshore zone,43.46026150840,-78.50224068030
114,04-Aug-2018 23:59:12,43.46116666670,-78.17725000000,23,0.02000000000,6013,5.59500000000e+003,"(137,75)",137,75,-1.16195e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.722313,,4.722313,0,,137-75,11.63870000000,191.78046471000,10,116.38700000000,yes,Offshore zone,43.45645175400,-78.16965076160
140,07-Aug-2018 02:08:09,43.46278333330,-77.98620000000,12,0.01000000000,6676,5.79900000000e+003,"(148,76)",148,76,-1.35368e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.769969,,4.769969,0,,148-76,13.55600000000,196.66808662400,10,135.56000000000,yes,Offshore zone,43.46292261490,-77.98427351570
194,11-Aug-2018 06:16:04,43.46291666670,-77.36693333330,37,0.04000000000,9817,6.64300000000e+003,"(184,80)",184,80,-2.02011e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.746883,,4.746883,0,,184-80,20.22030000000,211.82612146300,10,202.20300000000,no,,43.46844635860,-77.37042050130
83,02-Aug-2018 17:36:26,43.46358333330,-78.50190000000,339,0.01000000000,4689,5.76600000000e+003,"(115,76)",115,76,-1.43952e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.690315,,4.690315,0,,115-76,14.41440000000,139.13555781100,10,144.14400000000,yes,Offshore zone,43.46026150840,-78.50224068030
57,31-Jul-2018 18:58:04,43.46363333330,-78.75810000000,263,0.03000000000,3612,6.34900000000e+003,"(97,79)",97,79,-1.41000e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.681736,,4.681736,0,,97-79,14.11920000000,154.11251052000,10,141.19200000000,yes,Offshore zone,43.45947932420,-78.75673664740
124,05-Aug-2018 22:00:15,43.46563333330,-78.17878333330,106,0.03000000000,5954,5.78700000000e+003,"(136,76)",136,76,-1.38286e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.736192,,4.736192,0,,136-76,13.84780000000,191.75115033000,10,138.47800000000,yes,Offshore zone,43.46930324530,-78.18638896110
64,01-Aug-2018 07:02:15,43.46770000000,-78.75413333330,127,0.07000000000,3613,6.55600000000e+003,"(97,80)",97,80,-1.42727e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.75875,,4.758750,0,,97-80,14.29190000000,155.34496397200,10,142.91900000000,yes,Offshore zone,43.47108236250,-78.76113629400
92,03-Aug-2018 09:34:45,43.47873333330,-78.50123333330,106,0.03000000000,4691,6.16400000000e+003,"(115,78)",115,78,-1.65239e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.698286,,4.698286,0,,115-78,16.54310000000,147.93933370200,10,165.43100000000,yes,Offshore zone,43.48365191600,-78.50623416420
173,09-Aug-2018 17:27:32,43.47955000000,-77.44135000000,206,0.03000000000,9418,6.63900000000e+003,"(180,80)",180,80,-1.87735e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.689345,,4.689345,0,,180-80,18.79270000000,211.11887751800,10,187.92700000000,yes,,43.47275222930,-77.43759234830
206,12-Aug-2018 08:14:54,43.48133333330,-77.44056666670,202,0.03000000000,9419,6.85000000000e+003,"(180,81)",180,81,-1.81138e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.693708,,4.693708,0,,180-81,18.13300000000,208.70548824000,10,181.33000000000,yes,,43.48651662100,-77.43608506080
58,31-Jul-2018 20:57:44,43.48141666670,-78.76326666670,268,0.04000000000,3614,6.76700000000e+003,"(97,81)",97,81,-1.45679e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.745184,,4.745184,0,,97-81,14.58710000000,159.98554290000,10,145.87100000000,yes,Offshore zone,43.48282496130,-78.76552184290
141,07-Aug-2018 04:03:12,43.48266666670,-77.98535000000,40,0.02000000000,6677,5.99700000000e+003,"(148,77)",148,77,-1.47463e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.668478,,4.668478,0,,148-77,14.76550000000,203.09855073100,10,147.65500000000,yes,Offshore zone,43.47604805040,-77.98333108500
84,02-Aug-2018 19:32:54,43.48383333330,-78.50313333330,40,0.01000000000,4691,6.16400000000e+003,"(115,78)",115,78,-1.65239e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.698286,,4.698286,0,,115-78,16.54310000000,147.93933370200,10,165.43100000000,yes,Offshore zone,43.48365191600,-78.50623416420
115,05-Aug-2018 02:09:15,43.48418333330,-78.17741666670,32,0.01000000000,6015,5.98600000000e+003,"(137,77)",137,77,-1.53841e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.650456,,4.650456,0,,137-77,15.40330000000,196.50235616100,10,154.03300000000,yes,Offshore zone,43.48196075060,-78.16947199110
195,11-Aug-2018 08:20:46,43.48418333330,-77.37836666670,47,0.06000000000,9718,6.85300000000e+003,"(183,81)",183,81,-1.92850e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.709641,,4.709641,0,,183-81,19.30420000000,208.52236315400,10,193.04200000000,yes,,43.48337332430,-77.38595860200
123,05-Aug-2018 20:05:00,43.48421666670,-78.17905000000,109,0.03000000000,5955,5.98500000000e+003,"(136,77)",136,77,-1.54972e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.628633,,4.628633,0,,136-77,15.51640000000,195.35380409500,10,155.16400000000,yes,Offshore zone,43.48207377840,-78.18637669400
63,01-Aug-2018 05:02:38,43.48463333330,-78.76148333330,115,0.06000000000,3614,6.76700000000e+003,"(97,81)",97,81,-1.45679e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.745184,,4.745184,0,,97-81,14.58710000000,159.98554290000,10,145.87100000000,yes,Offshore zone,43.48282496130,-78.76552184290
172,09-Aug-2018 15:49:27,43.49756666670,-77.43938333330,161,0.04000000000,9420,7.06800000000e+003,"(180,82)",180,82,-1.78633e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.683865,,4.683865,0,,180-82,17.88250000000,207.71635192700,10,178.82500000000,yes,,43.50023292520,-77.43454008980
91,03-Aug-2018 07:39:14,43.49833333330,-78.50393333330,100,0.03000000000,4692,6.36700000000e+003,"(115,79)",115,79,-1.69821e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.640319,,4.640319,0,,115-79,17.00130000000,149.64031500600,10,170.01300000000,yes,Offshore zone,43.49544759300,-78.50829794920
59,31-Jul-2018 22:57:41,43.50071666670,-78.76718333330,272,0.03000000000,3615,6.98500000000e+003,"(97,82)",97,82,-1.48854e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.796551,,4.796551,0,,97-82,14.90460000000,161.17844739100,10,149.04600000000,yes,Offshore zone,43.49470718490,-78.76989559980
171,09-Aug-2018 14:30:51,43.50105000000,-77.43991666670,132,0.02000000000,9420,7.06800000000e+003,"(180,82)",180,82,-1.78633e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.683865,,4.683865,0,,180-82,17.88250000000,207.71635192700,10,178.82500000000,yes,,43.50023292520,-77.43454008980
122,05-Aug-2018 18:13:45,43.50263333330,-78.17996666670,112,0.02000000000,5957,6.38800000000e+003,"(136,79)",136,79,-1.72327e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.661931,,4.661931,0,,136-79,17.25190000000,196.81160147100,10,172.51900000000,yes,Offshore zone,43.50780533280,-78.18638985780
170,09-Aug-2018 13:07:06,43.50296666670,-77.45713333330,118,0.03000000000,9315,7.06700000000e+003,"(179,82)",179,82,-1.73490e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.707742,,4.707742,0,,179-82,17.36820000000,207.30480272500,10,173.68200000000,yes,,43.50131642450,-77.45125076810
196,11-Aug-2018 10:16:27,43.50383333330,-77.38926666670,41,0.06000000000,9719,7.07100000000e+003,"(183,82)",183,82,-1.88780e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.629632,,4.629632,0,,183-82,18.89720000000,207.36989018200,10,188.97200000000,yes,,43.49717273070,-77.38466635350
142,07-Aug-2018 06:10:32,43.50431666670,-77.98528333330,17,0.01000000000,6679,6.40000000000e+003,"(148,79)",148,79,-1.67745e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.635896,,4.635896,0,,148-79,16.79370000000,205.00635294300,10,167.93700000000,yes,Offshore zone,43.50265934670,-77.98139045750
62,01-Aug-2018 03:01:46,43.50520000000,-78.76933333330,97,0.03000000000,3616,7.20900000000e+003,"(97,83)",97,83,-1.49283e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.72203,,4.722030,0,,97-83,14.94750000000,162.37135188100,10,149.47500000000,yes,Offshore zone,43.50658925610,-78.77427098510
116,05-Aug-2018 04:08:58,43.50531666670,-78.17691666670,38,0.01000000000,6017,6.38900000000e+003,"(137,79)",137,79,-1.70839e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.644062,,4.644062,0,,137-79,17.10310000000,198.20802375500,10,171.03100000000,yes,Offshore zone,43.50778085200,-78.16934124520
85,02-Aug-2018 21:38:43,43.50596666670,-78.50511666670,44,0.03000000000,4693,6.57400000000e+003,"(115,80)",115,80,-1.70855e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.731972,,4.731972,0,,115-80,17.10470000000,151.34129630800,10,171.04700000000,yes,Offshore zone,43.50724323300,-78.51036243560
169,09-Aug-2018 11:07:24,43.51158333330,-77.48425000000,82,0.04000000000,9107,7.28900000000e+003,"(177,83)",177,83,-1.67565e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.789906,,4.789906,0,,177-83,16.77570000000,205.49256800800,10,167.75700000000,yes,,43.51709650180,-77.48291003950
168,09-Aug-2018 09:03:02,43.51868333330,-77.51365000000,69,0.03000000000,8888,7.28700000000e+003,"(175,83)",175,83,-1.69904e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.815881,,4.815881,0,,175-83,17.00960000000,205.34613086800,10,170.09600000000,yes,,43.51929667990,-77.51629335550
61,01-Aug-2018 01:31:59,43.51986666670,-78.77328333330,111,0.04000000000,3617,7.43700000000e+003,"(97,84)",97,84,-1.48887e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.815742,,4.815742,0,,97-84,14.90790000000,163.56425637100,10,149.07900000000,yes,Offshore zone,43.51847117470,-78.77864800030
90,03-Aug-2018 05:33:49,43.51998333330,-78.50703333330,104,0.04000000000,4694,6.78500000000e+003,"(115,81)",115,81,-1.68111e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.664577,,4.664577,0,,115-81,16.83030000000,157.84245896100,10,168.30300000000,yes,Offshore zone,43.51922325970,-78.51252070850
60,01-Aug-2018 00:57:19,43.52013333330,-78.77015000000,112,0.02000000000,3678,7.43800000000e+003,"(98,84)",98,84,-1.51461e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.822515,,4.822515,0,,98-84,15.16530000000,163.62077840700,10,151.65300000000,yes,Offshore zone,43.52126450920,-78.76435221690
205,12-Aug-2018 04:18:58,43.52221666670,-77.44041666670,349,0.00000000000,9422,7.52000000000e+003,"(180,84)",180,84,-1.75559e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.691375,,4.691375,0,,180-84,17.57510000000,205.73807930000,10,175.75100000000,yes,,43.52766531720,-77.43144743750
121,05-Aug-2018 16:06:29,43.52418333330,-78.18058333330,121,0.03000000000,5958,6.59500000000e+003,"(136,80)",136,80,-1.75437e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.638659,,4.638659,0,,136-80,17.56290000000,197.54050015900,10,175.62900000000,yes,Offshore zone,43.52067107170,-78.18639623180
143,07-Aug-2018 08:15:12,43.52538333330,-77.98491666670,290,0.01000000000,6681,6.81800000000e+003,"(148,81)",148,81,-1.73921e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.602432,,4.602432,0,,148-81,17.41130000000,212.58232874200,10,174.11300000000,yes,,43.52945065310,-77.97941840940
86,02-Aug-2018 23:33:07,43.52573333330,-78.50813333330,59,0.03000000000,4694,6.78500000000e+003,"(115,81)",115,81,-1.68111e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.664577,,4.664577,0,,115-81,16.83030000000,157.84245896100,10,168.30300000000,yes,Offshore zone,43.51922325970,-78.51252070850
117,05-Aug-2018 06:10:01,43.52640000000,-78.17698333330,54,0.01000000000,6018,6.59600000000e+003,"(137,80)",137,80,-1.74878e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.61307,,4.613070,0,,137-80,17.50700000000,199.06085755200,10,175.07000000000,yes,Offshore zone,43.52069086310,-78.16927561550
167,09-Aug-2018 06:59:07,43.52658333330,-77.54086666670,52,0.05000000000,8666,7.28500000000e+003,"(173,83)",173,83,-1.71028e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.8829,,4.882900,0,,173-83,17.12200000000,204.13287510100,10,171.22000000000,yes,,43.52152424700,-77.54971577210
166,09-Aug-2018 04:58:31,43.53345000000,-77.56700000000,37,0.04000000000,8558,7.51200000000e+003,"(172,84)",172,84,-1.75769e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.920106,,4.920106,0,,172-84,17.59610000000,202.63418625000,10,175.96100000000,yes,,43.53609345960,-77.56435329880
165,09-Aug-2018 03:10:08,43.53916666670,-77.58838333330,25,0.04000000000,8449,7.51100000000e+003,"(171,84)",171,84,-1.76574e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.652179,,4.652179,0,,171-84,17.67660000000,201.52474345700,10,176.76600000000,yes,,43.53726388510,-77.58100752510
89,03-Aug-2018 03:39:24,43.53938333330,-78.51043333330,117,0.04000000000,4696,7.22700000000e+003,"(115,83)",115,83,-1.72395e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.735156,,4.735156,0,,115-83,17.25870000000,160.73487697900,10,172.58700000000,yes,,43.54355898460,-78.51702176880
197,11-Aug-2018 14:13:21,43.54186666670,-77.40901666670,76,0.04000000000,9525,7.75200000000e+003,"(181,85)",181,85,-1.76243e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.696141,,4.696141,0,,181-85,17.64350000000,202.27839527100,10,176.43500000000,yes,,43.54038573410,-77.41341264560
204,12-Aug-2018 02:20:06,43.54203333330,-77.44001666670,320,0.01000000000,9318,7.75000000000e+003,"(179,85)",179,85,-1.72327e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.721308,,4.721308,0,,179-85,17.25190000000,203.51776004700,10,172.51900000000,yes,,43.54233614340,-77.44633354650
144,07-Aug-2018 10:08:40,43.54380000000,-77.98563333330,279,0.03000000000,6682,7.03600000000e+003,"(148,82)",148,82,-1.71795e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.817744,,4.817744,0,,148-82,17.19870000000,213.70003718500,10,171.98700000000,yes,,43.54311472610,-77.97838755000
87,03-Aug-2018 01:24:30,43.54420000000,-78.51133333330,59,0.02000000000,4696,7.22700000000e+003,"(115,83)",115,83,-1.72395e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.735156,,4.735156,0,,115-83,17.25870000000,160.73487697900,10,172.58700000000,yes,,43.54355898460,-78.51702176880
150,07-Aug-2018 20:15:57,43.54595000000,-77.97765000000,206,0.01000000000,6682,7.03600000000e+003,"(148,82)",148,82,-1.71795e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.817744,,4.817744,0,,148-82,17.19870000000,213.70003718500,10,171.98700000000,yes,,43.54311472610,-77.97838755000
164,09-Aug-2018 01:01:51,43.54645000000,-77.61436666670,25,0.03000000000,8238,7.74000000000e+003,"(169,85)",169,85,-1.75184e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.718133,,4.718133,0,,169-85,17.53760000000,196.48499673000,10,175.37600000000,yes,,43.55268503310,-77.61215302890
118,05-Aug-2018 08:11:10,43.54708333330,-78.17671666670,77,0.03000000000,6020,7.02500000000e+003,"(137,82)",137,82,-1.84846e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.679145,,4.679145,0,,137-82,18.50380000000,204.45434781700,10,185.03800000000,yes,,43.54684830820,-78.16924888050
88,03-Aug-2018 02:33:56,43.55000000000,-78.51325000000,94,0.02000000000,4696,7.22700000000e+003,"(115,83)",115,83,-1.72395e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.735156,,4.735156,0,,115-83,17.25870000000,160.73487697900,10,172.58700000000,yes,,43.54355898460,-78.51702176880
151,07-Aug-2018 22:26:53,43.55025000000,-77.95093333330,324,0.02000000000,6801,7.26200000000e+003,"(150,83)",150,83,-1.66863e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.641022,,4.641022,0,,150-83,16.70550000000,214.91921857600,10,167.05500000000,yes,,43.55476991440,-77.94258550280
152,08-Aug-2018 00:38:36,43.55283333330,-77.92531666670,330,0.02000000000,6864,7.26300000000e+003,"(151,83)",151,83,-1.69210e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.811729,,4.811729,0,,151-83,16.94020000000,215.22082067700,10,169.40200000000,yes,,43.55366198280,-77.92522096440
163,08-Aug-2018 23:07:33,43.55368333330,-77.63733333330,34,0.03000000000,8132,7.73900000000e+003,"(168,85)",168,85,-1.74672e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.693554,,4.693554,0,,168-85,17.48640000000,204.22361673000,10,174.86400000000,yes,,43.55395030330,-77.62909659220
153,08-Aug-2018 02:40:58,43.55483333330,-77.89845000000,328,0.02000000000,6993,7.26500000000e+003,"(153,83)",153,83,-1.69763e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.729585,,4.729585,0,,153-83,16.99550000000,214.61867073200,10,169.95500000000,yes,,43.55127189920,-77.89055666700
154,08-Aug-2018 04:38:41,43.55706666670,-77.87180000000,352,0.01000000000,7059,7.49400000000e+003,"(154,84)",154,84,-1.70923e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.655532,,4.655532,0,,154-84,17.11150000000,215.53521049200,10,171.11500000000,yes,,43.56354878300,-77.87175868850
155,08-Aug-2018 06:39:18,43.55891666670,-77.84426666670,27,0.00000000000,7191,7.49600000000e+003,"(156,84)",156,84,-1.66802e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.676834,,4.676834,0,,156-84,16.69940000000,215.55714790200,10,166.99400000000,yes,,43.56063493060,-77.83712569410
162,08-Aug-2018 21:03:36,43.56056666670,-77.66398333330,21,0.03000000000,7927,7.73700000000e+003,"(166,85)",166,85,-1.74176e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.734284,,4.734284,0,,166-85,17.43680000000,206.94921482300,10,174.36800000000,yes,,43.55683316060,-77.66355214330
198,11-Aug-2018 16:13:34,43.56068333330,-77.41988333330,62,0.02000000000,9424,7.98200000000e+003,"(180,86)",180,86,-1.74349e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.727843,,4.727843,0,,180-86,17.45410000000,203.05592514200,10,174.54100000000,yes,,43.55499249570,-77.42815783250
203,12-Aug-2018 00:20:07,43.56175000000,-77.44010000000,269,0.01000000000,9319,7.98100000000e+003,"(179,86)",179,86,-1.72207e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.707932,,4.707932,0,,179-86,17.23990000000,202.68044524300,10,172.39900000000,yes,,43.55595281500,-77.44459492690
156,08-Aug-2018 08:37:44,43.56220000000,-77.81741666670,18,0.02000000000,7256,7.49700000000e+003,"(157,84)",157,84,-1.69699e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.85282,,4.852820,0,,157-84,16.98910000000,214.00532388600,10,169.89100000000,yes,,43.55904902880,-77.81988470610
120,05-Aug-2018 12:10:05,43.56275000000,-78.18073333330,112,0.02000000000,5961,7.24800000000e+003,"(136,83)",136,83,-1.88432e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.736198,,4.736198,0,,136-83,18.86240000000,202.93347311100,10,188.62400000000,yes,,43.55974384460,-78.18661329020
157,08-Aug-2018 10:38:32,43.56365000000,-77.78988333330,29,0.01000000000,7391,7.73000000000e+003,"(159,85)",159,85,-1.50993e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.648478,,4.648478,0,,159-85,15.11850000000,216.93978190200,10,151.18500000000,yes,,43.56934407420,-77.78358239260
158,08-Aug-2018 12:34:56,43.56448333330,-77.76608333330,225,0.01000000000,7459,7.73100000000e+003,"(160,85)",160,85,-1.52365e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.821017,,4.821017,0,,160-85,15.25570000000,216.05124088700,10,152.55700000000,yes,,43.56757972950,-77.76635774360
145,07-Aug-2018 12:16:11,43.56486666670,-77.98385000000,279,0.02000000000,6684,7.48800000000e+003,"(148,84)",148,84,-1.79509e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.728962,,4.728962,0,,148-84,17.97010000000,215.93545407100,10,179.70100000000,yes,,43.57044271920,-77.97632391920
161,08-Aug-2018 18:54:28,43.56560000000,-77.68861666670,17,0.03000000000,7744,7.73500000000e+003,"(164,85)",164,85,-1.73491e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.789928,,4.789928,0,,164-85,17.36830000000,209.00259934000,10,173.68300000000,yes,,43.55995718980,-77.69793988420
159,08-Aug-2018 14:26:12,43.56638333330,-77.74301666670,291,0.01000000000,7529,7.73200000000e+003,"(161,85)",161,85,-1.59764e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.691284,,4.691284,0,,161-85,15.99560000000,213.51248127200,10,159.95600000000,yes,,43.56573505480,-77.74920488370
149,07-Aug-2018 18:10:35,43.56776666670,-77.97333333330,114,0.02000000000,6684,7.48800000000e+003,"(148,84)",148,84,-1.79509e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.728962,,4.728962,0,,148-84,17.97010000000,215.93545407100,10,179.70100000000,yes,,43.57044271920,-77.97632391920
160,08-Aug-2018 16:42:12,43.57005000000,-77.71516666670,321,0.02000000000,7670,7.96500000000e+003,"(163,86)",163,86,-1.66530e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.831897,,4.831897,0,,163-86,16.67220000000,210.96544636800,10,166.72200000000,yes,,43.57535167890,-77.71285496380
119,05-Aug-2018 11:09:55,43.57268333330,-78.18030000000,74,0.03000000000,5962,7.47600000000e+003,"(136,84)",136,84,-1.84913e+002,0,0,0.00000000000e+000,0,1.92000000000e-001,1.00000000000e-003,4.697049,,4.697049,0,,136-84,18.51050000000,203.77150036900,10,185.10500000000,yes,,43.57279950960,-78.18670052290
